id,userId,quizId,score,totalScore
143,2566,32,37,100
144,5903,69,15,100
145,3956,12,4,100
146,7824,1,21,100
147,6523,163,44,100
148,7320,22,95,100
149,4810,63,66,100
150,3145,58,86,100
151,5973,49,14,100
152,8260,186,88,100
153,8601,100,49,100
154,7070,167,55,100
155,9519,96,40,100
156,1021,90,39,100
157,386,143,5,100
158,5807,116,45,100
159,8592,141,76,100
160,1505,190,71,100
161,306,165,24,100
162,7041,128,16,100
163,1445,151,100,100
164,1646,71,94,100
165,516,195,28,100
166,8596,33,80,100
167,8526,160,51,100
168,2692,109,34,100
169,1957,41,57,100
170,7476,1,90,100
171,6778,189,3,100
172,8856,189,34,100
173,9210,31,40,100
174,5203,4,78,100
175,5754,44,3,100
176,7151,149,49,100
177,7511,99,83,100
178,4129,46,19,100
179,2404,14,92,100
180,553,102,82,100
181,86,131,92,100
182,6080,187,22,100
183,1071,171,70,100
184,6606,59,14,100
185,5075,37,61,100
186,3096,173,56,100
187,5346,37,5,100
188,7548,74,27,100
189,7346,186,52,100
190,9680,145,4,100
191,1789,191,56,100
192,6639,143,31,100
193,7569,80,43,100
194,2460,108,95,100
195,9017,9,62,100
196,6914,126,33,100
197,1027,180,61,100
198,7608,131,37,100
199,8429,75,69,100
200,12,17,18,100
201,3541,97,27,100
202,5940,22,77,100
203,1101,67,33,100
204,5510,69,89,100
205,6730,93,13,100
206,1537,81,50,100
207,3154,133,46,100
208,1228,18,12,100
209,630,192,60,100
210,2552,131,23,100
211,5103,157,30,100
212,6831,25,94,100
213,905,167,89,100
214,8664,166,94,100
215,5356,128,85,100
216,442,30,91,100
217,8628,18,6,100
218,3680,81,51,100
219,996,118,8,100
220,1859,159,79,100
221,5473,180,73,100
222,6394,95,54,100
223,5795,10,45,100
224,2671,37,35,100
225,8810,189,90,100
226,7034,93,93,100
227,3780,62,11,100
228,9070,95,41,100
229,4094,27,28,100
230,6976,83,96,100
231,1842,186,84,100
232,7129,8,48,100
233,1796,154,53,100
234,2899,92,45,100
235,7058,22,6,100
236,3253,190,15,100
237,3105,132,56,100
238,5483,112,28,100
239,4108,38,64,100
240,8101,197,66,100
241,6021,15,30,100
242,2830,160,71,100
243,6232,167,19,100
244,2633,147,80,100
245,5998,85,50,100
246,5783,143,63,100
247,545,122,39,100
248,6762,161,74,100
249,2976,174,11,100
250,8265,59,19,100
251,4584,67,39,100
252,7549,68,41,100
253,4363,57,11,100
254,4977,114,99,100
255,2610,14,17,100
256,9292,120,23,100
257,5174,91,24,100
258,9013,186,5,100
259,1242,157,14,100
260,7964,87,27,100
261,1040,136,2,100
262,8894,19,44,100
263,4423,74,46,100
264,6491,106,29,100
265,6123,97,73,100
266,2776,133,17,100
267,4358,63,17,100
268,5215,130,58,100
269,2527,11,71,100
270,7421,42,5,100
271,3201,39,59,100
272,4383,30,58,100
273,1250,186,51,100
274,360,89,99,100
275,3133,85,65,100
276,4895,198,47,100
277,9562,129,47,100
278,5855,90,24,100
279,7267,111,98,100
280,5677,34,91,100
281,5851,129,37,100
282,6506,74,69,100
283,9538,154,11,100
284,6228,175,87,100
285,4148,126,40,100
286,6273,195,75,100
287,6074,109,83,100
288,4038,74,16,100
289,5714,101,98,100
290,2936,80,32,100
291,5354,132,35,100
292,4338,52,80,100
293,5895,36,87,100
294,4731,200,23,100
295,437,78,75,100
296,8149,192,42,100
297,5722,172,73,100
298,7497,46,43,100
299,7618,174,11,100
300,8992,98,60,100
301,4528,39,89,100
302,3549,73,94,100
303,5166,165,56,100
304,2962,111,30,100
305,3600,70,5,100
306,6289,32,95,100
307,7627,5,73,100
308,883,31,26,100
309,5070,180,60,100
310,8081,32,24,100
311,845,56,49,100
312,8928,110,91,100
313,3846,90,95,100
314,4948,40,46,100
315,3257,116,49,100
316,8277,150,25,100
317,2493,87,73,100
318,5256,138,78,100
319,1709,135,20,100
320,4348,88,35,100
321,2850,53,32,100
322,7431,199,7,100
323,22,105,95,100
324,9376,143,76,100
325,4556,150,33,100
326,3564,157,16,100
327,3947,148,17,100
328,2978,104,75,100
329,7052,41,31,100
330,3478,23,13,100
331,8517,47,83,100
332,4597,120,70,100
333,516,73,36,100
334,5416,73,45,100
335,3229,163,77,100
336,9337,50,28,100
337,3195,145,63,100
338,4459,166,48,100
339,7867,163,43,100
340,7102,185,76,100
341,5203,131,43,100
342,5950,111,7,100
343,3375,120,77,100
344,7730,7,15,100
345,5835,78,55,100
346,8304,88,74,100
347,6782,47,64,100
348,2994,101,1,100
349,6895,69,100,100
350,4703,74,22,100
351,6944,23,44,100
352,6929,53,68,100
353,6492,59,95,100
354,8918,165,69,100
355,8212,8,45,100
356,9750,65,76,100
357,9138,13,22,100
358,9728,68,44,100
359,7529,142,9,100
360,1004,107,74,100
361,2298,21,13,100
362,4746,98,28,100
363,3353,194,34,100
364,9290,49,22,100
365,1908,47,93,100
366,7036,113,87,100
367,894,114,95,100
368,3425,55,26,100
369,8984,105,5,100
370,2682,113,83,100
371,1521,69,37,100
372,5726,160,96,100
373,4472,7,63,100
374,6809,120,15,100
375,8255,70,72,100
376,3750,40,89,100
377,176,136,57,100
378,5716,88,100,100
379,9054,59,13,100
380,703,107,71,100
381,3138,99,4,100
382,6432,186,33,100
383,4835,24,90,100
384,7820,174,66,100
385,2878,155,42,100
386,2869,85,86,100
387,8707,168,96,100
388,9597,34,5,100
389,6675,110,16,100
390,8460,27,42,100
391,552,167,86,100
392,8080,62,8,100
393,699,151,9,100
394,2774,126,53,100
395,6917,36,17,100
396,2768,56,34,100
397,3232,27,93,100
398,6912,169,89,100
399,7933,166,19,100
400,5695,149,32,100
401,4756,190,66,100
402,7747,162,61,100
403,9519,28,12,100
404,3658,52,38,100
405,4449,79,51,100
406,9382,123,21,100
407,7843,15,66,100
408,6268,188,19,100
409,7082,113,60,100
410,2227,196,30,100
411,7136,157,5,100
412,1820,160,34,100
413,7713,59,73,100
414,252,92,60,100
415,177,47,40,100
416,5367,61,12,100
417,3564,87,22,100
418,3953,43,12,100
419,7503,158,83,100
420,3738,188,60,100
421,9706,65,44,100
422,8835,111,18,100
423,5687,20,57,100
424,9562,64,32,100
425,3009,135,91,100
426,7057,106,70,100
427,3211,125,63,100
428,2689,147,77,100
429,4202,1,89,100
430,311,63,9,100
431,3745,145,37,100
432,5825,153,13,100
433,1960,155,46,100
434,657,184,28,100
435,8648,3,4,100
436,2318,195,62,100
437,6116,117,76,100
438,6657,18,86,100
439,7200,88,67,100
440,7927,34,35,100
441,8034,124,54,100
442,739,94,55,100
443,9887,143,68,100
444,5017,78,92,100
445,9692,178,48,100
446,1080,189,27,100
447,7063,145,49,100
448,9708,24,46,100
449,6314,138,16,100
450,6348,122,96,100
451,958,184,89,100
452,4132,42,22,100
453,7938,37,92,100
454,2198,61,6,100
455,9777,133,9,100
456,2223,174,28,100
457,7310,7,52,100
458,7403,168,36,100
459,9173,51,28,100
460,5466,93,91,100
461,2135,61,26,100
462,6215,68,3,100
463,5896,188,69,100
464,7830,81,17,100
465,1646,83,37,100
466,4304,151,84,100
467,2543,124,21,100
468,7746,23,4,100
469,9310,138,86,100
470,4114,139,30,100
471,1922,81,58,100
472,3731,196,9,100
473,7689,39,80,100
474,6481,168,34,100
475,2108,131,79,100
476,7732,75,70,100
477,7846,91,57,100
478,1382,91,59,100
479,431,192,99,100
480,1376,105,0,100
481,8118,56,83,100
482,6560,192,43,100
483,2966,78,39,100
484,837,130,78,100
485,6125,68,64,100
486,4306,166,85,100
487,1731,117,1,100
488,9575,27,67,100
489,2552,95,2,100
490,5171,51,41,100
491,3690,113,67,100
492,6277,133,76,100
493,3641,193,15,100
494,1408,6,56,100
495,7264,121,79,100
496,3725,12,89,100
497,1882,191,65,100
498,7821,123,50,100
499,2619,17,12,100
500,389,13,87,100
501,7032,57,14,100
502,648,37,64,100
503,6266,39,72,100
504,9081,50,33,100
505,6209,65,22,100
506,7235,112,49,100
507,1657,98,52,100
508,2332,158,4,100
509,6232,179,12,100
510,8310,154,23,100
511,9403,82,32,100
512,1506,104,90,100
513,1450,165,56,100
514,2934,150,49,100
515,3008,182,64,100
516,9833,15,47,100
517,7956,73,82,100
518,2823,149,100,100
519,7271,155,82,100
520,8141,30,39,100
521,77,28,46,100
522,2634,162,9,100
523,5791,68,89,100
524,8180,134,82,100
525,3778,21,30,100
526,618,128,35,100
527,8366,137,78,100
528,5688,64,11,100
529,2292,145,71,100
530,8510,101,11,100
531,3747,75,82,100
532,4067,172,75,100
533,9280,151,27,100
534,3594,83,24,100
535,9158,164,91,100
536,9213,151,72,100
537,2614,133,28,100
538,69,86,79,100
539,6462,120,24,100
540,4582,22,20,100
541,4205,89,53,100
542,2683,168,42,100
543,82,112,15,100
544,4783,190,86,100
545,5841,194,89,100
546,5209,57,54,100
547,4579,8,77,100
548,3654,66,34,100
549,4331,85,100,100
550,5277,52,11,100
551,9075,25,11,100
552,697,113,58,100
553,4366,152,17,100
554,3802,31,34,100
555,4729,95,51,100
556,8275,71,96,100
557,1048,180,69,100
558,2066,28,47,100
559,8979,152,67,100
560,8762,78,38,100
561,7389,173,20,100
562,1020,196,57,100
563,298,178,32,100
564,7884,9,29,100
565,1092,117,74,100
566,4027,41,53,100
567,8361,25,72,100
568,4002,6,24,100
569,2987,9,73,100
570,8424,168,99,100
571,5778,198,59,100
572,7853,141,86,100
573,8980,134,63,100
574,244,182,0,100
575,2410,82,100,100
576,2557,30,39,100
577,5036,141,47,100
578,3955,98,48,100
579,8796,148,73,100
580,1500,165,89,100
581,6113,8,79,100
582,5075,61,69,100
583,3475,137,57,100
584,5464,132,94,100
585,8039,97,78,100
586,1203,72,91,100
587,2448,85,3,100
588,239,7,64,100
589,7164,143,72,100
590,9911,181,95,100
591,1225,169,51,100
592,1303,142,16,100
593,7109,69,75,100
594,7737,33,93,100
595,8275,191,38,100
596,5471,53,84,100
597,2097,33,55,100
598,2570,63,86,100
599,530,37,91,100
600,8087,66,20,100
601,6118,69,44,100
602,7603,41,9,100
603,4906,43,45,100
604,7571,128,94,100
605,3087,86,28,100
606,2092,123,49,100
607,5078,107,60,100
608,7578,194,53,100
609,6018,84,56,100
610,7591,112,73,100
611,3323,44,57,100
612,488,13,62,100
613,7468,1,23,100
614,5657,129,4,100
615,7007,115,45,100
616,7506,39,91,100
617,2242,32,42,100
618,7398,192,35,100
619,9970,130,11,100
620,5894,160,86,100
621,9700,176,22,100
622,8065,78,50,100
623,309,91,18,100
624,2792,139,34,100
625,1962,167,33,100
626,9409,94,23,100
627,6513,68,55,100
628,7653,98,70,100
629,1373,134,83,100
630,8,18,99,100
631,4602,72,8,100
632,238,60,81,100
633,9803,108,44,100
634,5408,172,34,100
635,6434,82,25,100
636,2749,12,49,100
637,2486,56,51,100
638,6349,157,35,100
639,4320,59,36,100
640,8096,135,78,100
641,9227,110,51,100
642,2233,38,2,100
643,2612,97,37,100
644,9064,96,75,100
645,5625,81,52,100
646,596,137,44,100
647,3733,72,27,100
648,9204,96,31,100
649,6974,94,79,100
650,828,132,16,100
651,2740,102,39,100
652,4174,35,81,100
653,9287,143,15,100
654,4340,143,79,100
655,352,162,78,100
656,4258,70,99,100
657,1807,24,32,100
658,8610,23,60,100
659,4574,170,52,100
660,1276,84,61,100
661,2904,142,80,100
662,703,136,43,100
663,967,16,59,100
664,1328,75,20,100
665,9157,14,50,100
666,475,67,16,100
667,751,193,92,100
668,3187,106,80,100
669,9784,86,10,100
670,9722,167,1,100
671,9933,91,11,100
672,4183,139,18,100
673,8891,4,66,100
674,9104,26,83,100
675,5079,100,70,100
676,6160,38,10,100
677,6828,143,24,100
678,1446,144,25,100
679,3603,126,86,100
680,3280,124,30,100
681,4829,183,83,100
682,4338,44,56,100
683,7771,198,8,100
684,3009,111,90,100
685,8282,77,15,100
686,9189,48,90,100
687,5573,19,16,100
688,9239,188,11,100
689,7618,48,26,100
690,8831,57,71,100
691,3463,124,56,100
692,2305,25,47,100
693,290,129,49,100
694,2898,99,23,100
695,9467,39,8,100
696,3029,36,41,100
697,6605,93,37,100
698,1537,123,21,100
699,3921,127,19,100
700,4416,125,88,100
701,7519,160,90,100
702,4628,18,76,100
703,1386,43,8,100
704,8172,175,78,100
705,4497,164,57,100
706,4904,22,36,100
707,3663,170,43,100
708,7494,194,44,100
709,2050,88,77,100
710,2321,62,41,100
711,8980,33,71,100
712,4545,120,37,100
713,5382,23,64,100
714,6808,121,24,100
715,9512,139,71,100
716,120,7,74,100
717,1416,63,74,100
718,4571,89,28,100
719,430,56,21,100
720,5853,178,22,100
721,3045,133,22,100
722,1227,105,40,100
723,6583,112,66,100
724,613,34,0,100
725,3020,62,25,100
726,1818,149,6,100
727,3292,126,95,100
728,3009,57,50,100
729,7679,101,82,100
730,7449,57,80,100
731,7031,132,70,100
732,9712,68,50,100
733,5331,29,27,100
734,6352,151,40,100
735,5905,189,76,100
736,3483,4,16,100
737,4799,48,62,100
738,3553,91,54,100
739,8704,173,95,100
740,2694,75,57,100
741,8557,15,19,100
742,6341,185,1,100
743,7674,171,42,100
744,9654,32,99,100
745,4174,6,52,100
746,14,148,67,100
747,3482,191,30,100
748,5237,200,36,100
749,5948,146,58,100
750,8029,196,7,100
751,4924,161,44,100
752,1429,25,51,100
753,5839,93,15,100
754,1276,177,89,100
755,4060,200,64,100
756,3693,85,60,100
757,1380,160,23,100
758,26,23,70,100
759,8255,41,82,100
760,4077,96,18,100
761,4399,12,19,100
762,7125,52,0,100
763,322,79,88,100
764,96,39,44,100
765,1786,128,88,100
766,5244,108,94,100
767,7375,172,1,100
768,8862,165,83,100
769,38,53,42,100
770,8442,6,35,100
771,3012,29,60,100
772,9079,134,45,100
773,8370,116,22,100
774,380,57,97,100
775,4060,45,27,100
776,8855,96,80,100
777,4959,162,56,100
778,1462,121,67,100
779,7105,143,2,100
780,5077,118,92,100
781,1755,191,94,100
782,8279,41,65,100
783,6831,53,3,100
784,7368,61,65,100
785,5038,106,7,100
786,5006,134,73,100
787,62,180,77,100
788,6144,112,47,100
789,155,161,59,100
790,9634,104,49,100
791,6214,151,56,100
792,3400,86,89,100
793,8922,5,22,100
794,6147,188,23,100
795,3658,193,51,100
796,6480,147,87,100
797,9020,40,98,100
798,6340,27,4,100
799,4331,156,88,100
800,3773,148,52,100
801,1512,183,24,100
802,1392,132,27,100
803,7666,193,9,100
804,1035,161,4,100
805,1121,131,84,100
806,5754,64,6,100
807,670,31,48,100
808,3909,187,92,100
809,5745,20,33,100
810,2925,39,29,100
811,8564,100,42,100
812,283,142,65,100
813,418,54,67,100
814,8993,171,49,100
815,3669,52,62,100
816,165,102,7,100
817,9893,120,63,100
818,3230,141,31,100
819,373,41,39,100
820,6352,72,97,100
821,2679,121,72,100
822,9007,135,55,100
823,8717,50,41,100
824,7448,52,65,100
825,3261,195,99,100
826,4570,161,70,100
827,383,49,5,100
828,670,124,88,100
829,382,156,81,100
830,9100,161,88,100
831,532,108,12,100
832,660,194,15,100
833,9274,91,58,100
834,541,159,93,100
835,1342,142,86,100
836,2177,22,94,100
837,5906,185,74,100
838,2997,63,53,100
839,5070,21,91,100
840,6710,121,21,100
841,9611,159,50,100
842,9074,65,84,100
843,8933,145,14,100
844,246,36,70,100
845,8481,76,58,100
846,732,133,27,100
847,7515,32,34,100
848,3612,79,64,100
849,2911,90,6,100
850,2338,126,6,100
851,5478,11,15,100
852,8661,60,20,100
853,4433,188,51,100
854,8492,81,34,100
855,4015,171,70,100
856,5218,126,91,100
857,9199,115,50,100
858,8790,4,48,100
859,5748,194,38,100
860,5223,127,21,100
861,7430,121,81,100
862,8215,72,6,100
863,5046,59,42,100
864,2962,155,84,100
865,3458,10,61,100
866,3378,6,31,100
867,1241,183,35,100
868,8474,183,89,100
869,4638,154,4,100
870,467,33,70,100
871,7138,51,60,100
872,6562,150,53,100
873,143,24,67,100
874,7848,91,50,100
875,4717,162,6,100
876,4915,138,22,100
877,2105,86,21,100
878,121,53,88,100
879,3232,64,42,100
880,2066,105,73,100
881,3927,182,53,100
882,4471,109,26,100
883,9145,127,89,100
884,8633,111,30,100
885,1845,126,41,100
886,2587,175,61,100
887,6596,15,70,100
888,5345,89,93,100
889,6716,28,72,100
890,3252,15,71,100
891,9782,169,35,100
892,315,164,18,100
893,5409,135,12,100
894,5172,127,1,100
895,7793,31,7,100
896,9757,142,0,100
897,353,56,83,100
898,4358,4,17,100
899,8801,167,62,100
900,7947,11,4,100
901,1517,39,6,100
902,3374,97,35,100
903,3546,182,46,100
904,1878,43,84,100
905,8138,156,77,100
906,2368,98,40,100
907,7543,178,7,100
908,7569,198,41,100
909,3762,142,56,100
910,1934,15,83,100
911,4091,187,61,100
912,5477,99,17,100
913,728,38,40,100
914,6835,74,78,100
915,5517,132,6,100
916,3225,55,81,100
917,9995,194,39,100
918,5316,25,21,100
919,7521,81,63,100
920,3994,200,86,100
921,8691,182,45,100
922,6449,180,90,100
923,4157,110,35,100
924,8410,88,91,100
925,2706,114,23,100
926,7132,145,43,100
927,1641,116,73,100
928,2764,151,15,100
929,9456,8,58,100
930,7706,165,82,100
931,5711,152,74,100
932,7392,178,64,100
933,519,21,16,100
934,6074,168,83,100
935,3595,158,58,100
936,5158,34,15,100
937,7584,59,73,100
938,4624,189,72,100
939,943,186,91,100
940,8245,9,46,100
941,2285,91,71,100
942,6536,161,90,100
943,2649,37,64,100
944,3319,147,24,100
945,866,18,23,100
946,5150,21,27,100
947,4393,84,52,100
948,4316,160,31,100
949,9676,182,87,100
950,2282,8,80,100
951,2628,61,43,100
952,4866,191,21,100
953,1051,64,10,100
954,5739,176,47,100
955,7225,28,31,100
956,1093,24,47,100
957,2427,190,17,100
958,163,42,58,100
959,6215,46,64,100
960,3986,127,54,100
961,1820,97,77,100
962,8496,56,53,100
963,5835,8,96,100
964,991,163,7,100
965,6508,152,72,100
966,7763,70,61,100
967,5820,159,62,100
968,508,156,4,100
969,9914,42,47,100
970,263,151,94,100
971,8509,85,51,100
972,7875,120,4,100
973,35,139,90,100
974,9877,83,84,100
975,3312,87,5,100
976,2010,60,99,100
977,2007,187,53,100
978,4780,71,9,100
979,8148,108,74,100
980,2249,133,33,100
981,3221,50,47,100
982,2213,30,25,100
983,2046,92,9,100
984,4800,73,56,100
985,3332,41,52,100
986,820,135,79,100
987,639,82,3,100
988,1441,132,100,100
989,9732,53,18,100
990,9554,189,34,100
991,1073,164,21,100
992,2288,21,56,100
993,4708,90,14,100
994,4828,134,48,100
995,3488,52,47,100
996,9179,12,38,100
997,9139,61,64,100
998,4899,111,85,100
999,6673,74,62,100
1000,9896,82,27,100
1001,7098,118,92,100
1002,1652,182,32,100
1003,9657,148,92,100
1004,2238,4,22,100
1005,5421,184,78,100
1006,9144,135,56,100
1007,7381,162,56,100
1008,4264,13,37,100
1009,6466,83,18,100
1010,6272,163,6,100
1011,9074,127,25,100
1012,2606,149,31,100
1013,5043,104,38,100
1014,8144,50,57,100
1015,2929,23,25,100
1016,322,153,90,100
1017,5254,59,59,100
1018,9457,159,64,100
1019,4041,188,88,100
1020,8655,168,69,100
1021,5882,174,85,100
1022,8563,15,1,100
1023,8546,160,62,100
1024,3858,61,93,100
1025,2339,44,6,100
1026,4420,77,94,100
1027,9255,185,10,100
1028,6720,49,43,100
1029,6820,171,97,100
1030,4363,181,53,100
1031,951,169,95,100
1032,891,64,31,100
1033,7280,145,65,100
1034,1870,6,90,100
1035,2594,34,33,100
1036,8745,88,74,100
1037,380,164,0,100
1038,9275,195,100,100
1039,5031,25,76,100
1040,9518,21,84,100
1041,5313,129,63,100
1042,9691,44,66,100
1043,2018,7,96,100
1044,7440,59,65,100
1045,4441,155,28,100
1046,4456,161,36,100
1047,3021,148,71,100
1048,3962,190,3,100
1049,1741,89,53,100
1050,2435,103,10,100
1051,1215,108,49,100
1052,1255,105,22,100
1053,3763,146,35,100
1054,8939,44,1,100
1055,5073,183,7,100
1056,6353,136,2,100
1057,5916,91,9,100
1058,9506,74,0,100
1059,3733,24,6,100
1060,4251,41,70,100
1061,5669,83,23,100
1062,9447,84,14,100
1063,9745,119,2,100
1064,8972,119,5,100
1065,2382,79,13,100
1066,7348,51,29,100
1067,8381,191,76,100
1068,9430,96,41,100
1069,9041,187,29,100
1070,2399,110,5,100
1071,7424,191,28,100
1072,7356,64,11,100
1073,1022,34,15,100
1074,5318,142,25,100
1075,3808,121,44,100
1076,2261,5,21,100
1077,2206,144,4,100
1078,4021,54,62,100
1079,7389,103,90,100
1080,9432,81,0,100
1081,5402,72,77,100
1082,1638,81,90,100
1083,8711,102,64,100
1084,117,151,48,100
1085,5814,79,52,100
1086,709,21,68,100
1087,2199,169,56,100
1088,2755,32,10,100
1089,2034,92,94,100
1090,8791,140,11,100
1091,2775,142,68,100
1092,7937,163,39,100
1093,4805,82,87,100
1094,9105,66,21,100
1095,6029,196,21,100
1096,2653,11,91,100
1097,5324,72,60,100
1098,9924,135,69,100
1099,9834,187,12,100
1100,959,163,40,100
1101,1,8,85,100
1102,6761,198,23,100
1103,1380,62,11,100
1104,9147,3,50,100
1105,9758,80,67,100
1106,3505,93,98,100
1107,1951,53,97,100
1108,836,41,56,100
1109,6448,140,23,100
1110,3283,187,17,100
1111,8829,39,8,100
1112,1051,178,9,100
1113,7594,101,16,100
1114,8336,32,74,100
1115,4154,4,8,100
1116,7899,145,96,100
1117,4933,185,31,100
1118,5405,136,17,100
1119,7904,146,93,100
1120,3349,153,29,100
1121,8330,74,46,100
1122,9042,22,91,100
1123,2634,4,80,100
1124,5015,122,10,100
1125,8112,199,46,100
1126,1226,89,4,100
1127,8626,199,53,100
1128,5727,114,17,100
1129,8686,78,98,100
1130,5277,97,71,100
1131,67,128,59,100
1132,8954,119,98,100
1133,5719,74,10,100
1134,5640,26,55,100
1135,8708,143,12,100
1136,3392,133,97,100
1137,8712,115,1,100
1138,2041,63,45,100
1139,4366,55,74,100
1140,850,116,60,100
1141,2425,117,62,100
1142,9713,68,74,100
1143,9489,125,70,100
1144,8248,130,48,100
1145,7121,65,88,100
1146,9318,184,40,100
1147,5777,161,96,100
1148,6115,104,49,100
1149,10000,86,21,100
1150,1576,22,1,100
1151,3613,189,39,100
1152,4658,44,33,100
1153,3474,106,33,100
1154,914,117,10,100
1155,6528,94,53,100
1156,4720,76,11,100
1157,6841,43,86,100
1158,4099,108,51,100
1159,4293,127,14,100
1160,5524,19,77,100
1161,2216,75,7,100
1162,8995,35,70,100
1163,5166,152,67,100
1164,7796,67,98,100
1165,41,74,60,100
1166,3685,21,35,100
1167,8285,8,41,100
1168,6684,176,39,100
1169,9240,133,47,100
1170,2628,192,21,100
1171,7178,80,69,100
1172,5456,200,67,100
1173,2731,143,15,100
1174,813,55,94,100
1175,5826,166,35,100
1176,5353,41,68,100
1177,5204,65,48,100
1178,7446,53,4,100
1179,5538,98,24,100
1180,911,184,31,100
1181,1061,65,12,100
1182,6925,51,24,100
1183,1416,111,36,100
1184,9052,29,93,100
1185,4890,161,32,100
1186,8414,152,30,100
1187,6055,178,86,100
1188,669,78,68,100
1189,1500,118,83,100
1190,1369,147,79,100
1191,9626,185,47,100
1192,779,5,44,100
1193,8687,118,20,100
1194,5400,76,96,100
1195,3730,197,95,100
1196,9784,44,18,100
1197,6188,87,45,100
1198,2607,28,46,100
1199,3220,75,53,100
1200,9443,70,97,100
1201,4515,106,66,100
1202,7973,41,83,100
1203,7284,186,34,100
1204,694,160,53,100
1205,9816,196,80,100
1206,3020,1,49,100
1207,5610,113,49,100
1208,2228,55,88,100
1209,2198,90,58,100
1210,1452,169,36,100
1211,7396,40,90,100
1212,9308,52,50,100
1213,9499,8,60,100
1214,4691,194,57,100
1215,483,38,3,100
1216,727,187,55,100
1217,6360,28,86,100
1218,2596,184,77,100
1219,9562,118,97,100
1220,5242,160,47,100
1221,6328,139,91,100
1222,2106,47,59,100
1223,5903,14,46,100
1224,9335,67,33,100
1225,9977,189,64,100
1226,3180,27,31,100
1227,5562,19,56,100
1228,6453,47,76,100
1229,7868,150,5,100
1230,2779,172,56,100
1231,3868,35,62,100
1232,8611,10,0,100
1233,6795,26,82,100
1234,8505,194,14,100
1235,2605,29,29,100
1236,4293,55,4,100
1237,2155,61,90,100
1238,8559,155,43,100
1239,6391,82,98,100
1240,7766,125,89,100
1241,9148,20,81,100
1242,7969,176,82,100
1243,5336,109,74,100
1244,4397,196,63,100
1245,370,196,57,100
1246,4230,189,53,100
1247,1500,14,23,100
1248,4427,25,5,100
1249,398,180,61,100
1250,8608,87,34,100
1251,2946,149,37,100
1252,1913,137,1,100
1253,7354,142,9,100
1254,3700,95,63,100
1255,3428,167,20,100
1256,5353,50,11,100
1257,7193,84,64,100
1258,4485,126,54,100
