id,quizId,questionText,answerA,answerB,answerC,answerD,correctAnswer
38,2,Me agreement from mind data people fact page.,yet,property,as,difficult,2
39,2,Draw student either low meet.,responsibility,sister,third,movement,1
40,2,Newspaper wrong second worker.,else,like,maybe,investment,1
41,2,Plan college inside training more security drive.,discover,take,production,same,3
42,2,Mission pay skill.,seat,church,away,really,3
43,2,Property your put it.,early,require,fight,drive,1
44,2,Even discuss class recently pressure between.,administration,little,contain,concern,3
45,2,With sense second exactly discussion current per hit.,lay,possible,set,democratic,4
46,2,Low edge when never guy red early.,college,history,under,subject,1
47,2,Tonight piece Mrs several note.,play,rather,between,maintain,4
48,2,Tell itself high accept employee tell.,million,one,she,yourself,3
49,2,Over paper create analysis official box rather.,pretty,ground,wife,chair,2
50,2,Ground million treatment support now shoulder.,not,tell,box,quality,2
51,2,Employee trip tough.,behavior,class,tree,pick,2
52,2,Than forward perhaps report.,usually,early,manage,program,2
53,2,Effect any pull if possible task.,cause,increase,whatever,manage,1
54,2,Improve far night full break go along.,oil,one,health,few,1
55,2,Meet floor production clearly good team.,score,activity,partner,wonder,4
56,2,Food appear course see.,important,from,hotel,outside,3
57,2,Pull commercial red first enough.,entire,over,information,order,2
58,2,Surface available ball peace able.,spend,notice,next,employee,2
59,2,Leader the here drop cut blue.,who,between,finish,off,2
60,2,A nearly miss thought result why up.,bring,stand,film,nothing,2
61,3,Minute executive avoid.,blue,expert,conference,water,4
62,3,Those level stuff part.,night,old,same,window,3
63,3,Manager resource whole table avoid voice.,painting,professor,movement,cover,3
64,3,Past black Mrs nice.,human,wait,off,edge,1
65,3,Draw one heart forward indeed.,product,up,major,some,2
66,3,Or little exactly.,service,key,like,international,1
67,3,Edge lay only scientist stage.,serve,represent,all,significant,3
68,3,Amount why ever week military want sing.,certain,stop,quickly,recognize,1
69,3,Power kid set open story best mother.,though,first,son,reveal,1
70,3,Ever arm staff tax course.,worry,perform,include,develop,1
71,3,Kitchen price nice return catch describe.,agent,interesting,physical,sound,3
72,3,Single for more tend life dream amount the.,doctor,pressure,happen,key,4
73,3,Throughout real clearly game industry kid.,air,probably,his,dark,2
74,3,Water pick fight government old plan rather.,left,fill,few,program,1
75,3,Close boy offer instead energy carry.,poor,current,perform,decade,2
76,3,Difficult local second light language idea cut mind.,foreign,value,end,recent,1
77,3,Method win technology all run most trip staff.,give,character,that,wind,1
78,3,Fire land safe indicate mention quite culture.,whether,worker,everyone,any,4
79,3,Wear also article get to.,thus,behind,financial,son,1
80,3,Similar respond care seven offer why.,director,bad,house,whose,1
81,3,Buy company week address upon.,glass,spend,test,newspaper,4
82,3,Street want very play theory program nice.,notice,red,specific,movement,2
83,3,Wear forget someone program cell detail you.,sense,go,prevent,lay,4
84,3,Majority bag whether power weight prepare.,future,man,decision,idea,2
85,3,Degree like audience weight.,direction,minute,sea,check,3
86,3,Throughout message market month economy organization.,energy,party,she,live,1
87,3,Play then more health seat reflect admit.,leave,successful,it,remain,3
88,3,Skin produce director hold remain determine.,compare,tonight,affect,what,3
89,3,Reality team job want.,describe,computer,support,budget,1
90,3,Keep local give.,subject,training,morning,road,4
91,4,Exactly early live enough between contain boy.,onto,suffer,in,market,2
92,4,Career seem part five present.,go,whom,then,personal,3
93,4,Throughout create civil see alone human.,traditional,toward,Mrs,its,4
94,4,Difficult just myself measure east daughter.,necessary,with,require,so,1
95,4,Term another industry.,floor,owner,husband,stage,1
96,4,Evidence group dream probably lose focus interview room.,skill,six,service,material,3
97,4,Upon nor stage part security cold.,box,thank,position,sense,1
98,4,Close election occur school suffer quality.,mind,avoid,certain,expect,1
99,4,Reduce animal yard water throughout.,together,prove,bit,fish,3
100,4,Hour action so area.,experience,term,herself,each,2
101,4,Record explain although reach rich.,discuss,capital,I,green,4
102,4,Event sport kid deal assume.,tax,through,recent,manage,1
103,4,Better discussion behind whose compare.,truth,first,parent,eye,4
104,4,Worry movement ten realize job beyond.,west,affect,dark,sound,4
105,4,Or course indicate customer.,building,agency,none,lose,4
106,4,World never list from push.,go,stay,two,soon,4
107,4,Sister perhaps either.,rest,wish,model,billion,4
108,4,Anyone buy turn manager relate performance purpose religious.,quite,organization,exist,common,3
109,4,Attorney ten dream soldier blood majority.,gun,least,radio,then,1
110,4,Test group his move.,growth,production,effort,rest,1
111,4,Management ten project trade event laugh.,because,accept,break,society,2
112,4,Real control bit scene already short case.,huge,him,market,order,1
113,4,Senior whose south deal later force.,store,often,event,front,4
114,4,Reflect bed eye partner along baby.,vote,reach,visit,single,3
115,4,Population trial have itself activity high including sometimes.,back,notice,assume,eat,3
116,4,Everybody song class technology outside.,arrive,even,job,hotel,2
117,4,General structure who respond.,series,behavior,myself,call,4
118,4,Industry see able policy father.,dinner,east,light,quite,4
119,4,Per analysis leg simple not option.,college,agency,may,space,1
120,4,Individual check officer.,should,big,reduce,notice,4
121,5,Project their call popular.,site,service,each,plan,1
122,5,Cut source thought democratic experience.,fast,play,group,girl,4
123,5,Power energy operation full memory fight class.,boy,you,into,concern,4
124,5,Card sort somebody cover anything late human.,here,PM,quite,start,3
125,5,Prepare hundred history occur always.,should,high,position,make,4
126,5,Piece he girl price.,hit,those,single,on,2
127,5,Compare behind more challenge series have.,beat,quite,between,skin,4
128,5,Simply poor to culture she rock computer.,state,speak,probably,research,4
129,5,Table floor matter budget better whether.,challenge,anyone,dream,down,4
130,5,Cup rule street possible fall only challenge its.,customer,article,maybe,kid,2
131,5,Democratic discover oil music myself hope.,present,network,seven,trade,3
132,5,Anyone central year senior.,security,out,left,man,2
133,5,Talk information too both.,grow,total,term,information,2
134,5,Crime fact serious general down body pay little.,money,program,main,Mrs,2
135,5,Property western offer keep section structure picture.,surface,draw,project,white,3
136,5,Industry without black American soldier.,her,eat,news,individual,1
137,5,Economy information special.,job,me,decision,window,4
138,5,Capital left hear board.,day,station,because,learn,3
139,5,Also Democrat example store teacher probably.,church,easy,rich,Republican,4
140,5,Consider appear make resource note focus point.,small,serious,everybody,able,2
141,5,Within seven interesting know between receive.,hold,such,officer,most,1
142,5,Head else heavy identify important light.,per,plan,Congress,result,1
143,5,Green art begin offer policy show.,person,establish,language,story,3
144,5,War west age lay.,among,focus,notice,marriage,3
145,5,Join long deal here style bad catch similar.,leader,laugh,what,check,1
146,5,Dark man kind international young another find.,during,into,with,black,4
147,5,Affect other road also give student.,when,wind,agency,discuss,4
148,5,Begin news yeah guy yes poor draw.,very,sense,door,together,2
149,5,Room star almost clearly term.,forward,protect,middle,sea,4
150,5,Order second enter trial management similar work.,attack,training,energy,police,2
151,6,Suggest conference democratic whole or.,real,religious,five,career,4
152,6,Expert difficult card sport senior heart choice.,some,act,forget,rest,2
153,6,Pm skin call stand.,idea,month,professional,maintain,1
154,6,Service least food building sport.,suffer,seat,interesting,executive,4
155,6,Wind must sort church agreement.,year,continue,practice,cost,1
156,6,Person trip energy arrive all single last.,eight,allow,mission,mother,1
157,6,Single high drug mention.,production,white,senior,dog,1
158,6,Production though voice ask see.,write,choose,message,everybody,2
159,6,Lawyer population ground reality feeling nor.,instead,wish,expert,spend,4
160,6,Study news quite hotel.,movement,himself,decide,trip,4
161,6,Sort knowledge debate job Mrs.,across,again,decision,rather,3
162,6,Question standard let myself.,present,be,news,low,1
163,6,Certain others green bill manage still discuss adult.,machine,former,raise,argue,3
164,6,After difference start learn develop white.,good,environment,daughter,truth,4
165,6,Great put before opportunity nice area consumer late.,green,position,already,like,2
166,6,Carry painting study quality edge boy.,car,big,look,debate,4
167,6,Final woman drug.,away,meet,evening,cover,4
168,6,Sing cause dog door.,ready,interesting,high,rock,2
169,6,Laugh could office room Mr.,wrong,kitchen,couple,enter,1
170,6,Able stand point local would expect.,political,become,first,store,3
171,6,Deep beyond move word color discover easy.,her,chance,discover,wonder,1
172,6,Suddenly say once support.,fear,there,here,possible,2
173,6,Every new drug miss.,order,director,film,piece,4
174,6,Spring race budget writer build page.,just,wonder,create,over,4
175,6,From us yourself.,reveal,south,two,son,1
176,6,Detail good much apply evidence about TV exist.,especially,political,week,want,3
177,6,Lawyer administration key remain under.,property,kitchen,general,head,3
178,6,Cut case job major require parent.,church,light,forward,together,2
179,6,Market last charge be.,score,education,able,factor,2
180,6,Fine relationship strong.,tax,million,get,say,4
181,7,Hit south technology and capital or single.,discussion,similar,allow,career,3
182,7,Next care business a any state near.,unit,along,approach,figure,2
183,7,Begin power thing support tonight ask.,president,trial,gas,audience,4
184,7,Safe end religious top significant seat process.,now,but,build,and,3
185,7,Million civil factor everything under.,standard,sure,line,without,3
186,7,Open on daughter within.,system,carry,so,discuss,4
187,7,High image easy street.,have,heart,teach,sure,1
188,7,Reach series lot marriage.,put,yes,Republican,get,4
189,7,Rather lot can I chance senior mind.,hour,should,do,treatment,1
190,7,Rock want while right.,eight,single,all,describe,1
191,7,President two true line later.,mother,form,movement,force,4
192,7,Inside career bit morning relate.,less,example,myself,network,2
193,7,Maintain trouble place act.,western,eat,fill,hour,2
194,7,Standard provide relate condition.,attorney,policy,modern,sit,3
195,7,Vote off agreement space.,admit,skill,region,stand,2
196,7,Whether skin example important know beautiful.,house,behind,human,despite,1
197,7,Institution memory drive bank dinner strong east smile.,reason,growth,read,lawyer,2
198,7,Another almost continue writer.,story,seem,concern,computer,4
199,7,Table available unit education.,themselves,consider,key,Democrat,3
200,7,Sport partner respond understand standard.,account,two,each,player,3
201,7,Agree or final.,bad,individual,environmental,organization,1
202,7,List speech week since same case allow.,member,sit,design,center,4
203,7,Sure reduce traditional national.,offer,work,writer,enter,4
204,7,All always decision theory.,property,college,per,bring,2
205,7,Share price him area write.,doctor,within,me,push,3
206,7,Mrs reduce thousand join officer someone.,benefit,my,soon,likely,1
207,7,Up machine several.,market,environment,common,cause,4
208,7,Network buy performance beautiful yard artist art.,generation,difficult,hard,loss,1
209,7,Fish eat after.,up,others,such,type,3
210,7,Kitchen respond record.,together,group,hope,rich,1
211,8,Necessary cold list beat run prevent bank certainly.,easy,impact,company,effort,2
212,8,Report race change picture and.,discussion,best,already,let,2
213,8,Accept change south practice.,ask,top,people,play,4
214,8,My would you reason board former impact local.,learn,actually,son,size,2
215,8,Seem compare child make out or production.,town,however,back,best,1
216,8,Fund within job exactly.,door,upon,within,available,3
217,8,Material traditional bill be billion ok.,data,per,camera,along,1
218,8,Up later course its.,nothing,husband,up,focus,3
219,8,Offer ok chance west.,different,so,inside,message,3
220,8,Behind whose those theory thank.,bill,you,prove,machine,4
221,8,Future baby tell price.,look,human,room,skill,2
222,8,Single degree affect leader work.,relate,bad,mention,everyone,1
223,8,Seem someone let eight artist he cultural.,forward,what,matter,beautiful,3
224,8,Ago street it lawyer various turn.,consumer,certainly,threat,fund,4
225,8,Far must president surface.,response,to,policy,action,2
226,8,Drop bit performance hit option series enough form.,meeting,reduce,six,four,1
227,8,Help least relate difficult whom.,star,cut,practice,early,4
228,8,If save join public meeting use order.,charge,free,help,those,1
229,8,Though or away on catch seat traditional.,language,right,throughout,expect,3
230,8,News leave dream answer sea land theory.,city,bank,himself,interview,3
231,8,Military catch listen course.,month,hear,remain,bit,3
232,8,Provide while risk break listen technology sit court.,economy,personal,maybe,mind,4
233,8,Build attention plant.,Democrat,drug,note,smile,3
234,8,The eight under son process everyone scientist.,early,white,physical,beyond,3
235,8,Expert if deal finish apply.,bad,provide,them,car,1
236,8,Official night paper very notice pass.,little,to,part,remain,3
237,8,Education usually animal develop.,head,result,bar,though,1
238,8,Yard assume too big.,record,marriage,bank,win,1
239,8,Nor fill yes position those talk.,season,way,describe,throughout,4
240,8,Still group meet their brother.,development,or,send,speak,3
241,9,Already on opportunity happen relate summer million.,point,investment,almost,house,2
242,9,Building type popular discussion hospital seek scientist.,describe,describe,thank,big,4
243,9,Day north nothing.,add,loss,small,much,1
244,9,Event course cold order south attention decide work.,better,stay,improve,alone,2
245,9,Pass week medical push education.,community,trouble,soldier,subject,4
246,9,Everything certain throughout vote institution fall only.,more,thought,sure,help,1
247,9,Training during finish sign health.,economic,Mr,pretty,discussion,1
248,9,Outside simply stand might seem.,shoulder,human,get,against,3
249,9,Woman teach school range.,two,administration,environment,no,4
250,9,Those report dream best raise strategy assume.,successful,plan,feel,increase,3
251,9,Issue network everything situation ask movie religious later.,able,building,after,skill,4
252,9,Control describe alone fast.,behind,it,look,near,3
253,9,Bank I take baby choice community ahead bill.,light,level,contain,culture,4
254,9,Which look notice live major front son.,physical,debate,head,big,2
255,9,Along eight race your job mission likely.,different,family,suddenly,tax,3
256,9,Free more party rate from.,sense,in,debate,level,3
257,9,Foot camera huge language best three little.,note,season,bar,total,1
258,9,Teach drop onto military.,but,away,so,star,1
259,9,Single property myself join of future nothing.,meet,upon,north,myself,4
260,9,Threat specific face six structure large.,century,office,understand,same,3
261,9,Better second town middle role.,present,hand,data,election,1
262,9,Floor food Democrat suddenly option former artist.,whatever,huge,risk,hold,4
263,9,Administration seven Mrs improve husband.,need,rich,year,total,1
264,9,Oil live against method.,deal,voice,deep,heavy,3
265,9,Draw discussion speech someone vote help.,thus,head,edge,after,4
266,9,Resource every feel reflect treat oil party from.,important,vote,police,matter,3
267,9,Professor among base health term.,consumer,church,magazine,behavior,3
268,9,Old gun organization threat officer mention.,tell,language,when,picture,4
269,9,Yet as fine radio she property author year.,argue,huge,here,rule,3
270,9,When protect institution participant.,perform,increase,poor,measure,2
271,10,Early box owner summer catch include score.,authority,today,view,people,4
272,10,Fear floor each try memory truth act left.,worker,already,its,challenge,2
273,10,Everybody tell sport focus return sense.,goal,cover,establish,of,3
274,10,Sister end possible return resource possible board.,tax,take,effort,may,3
275,10,Staff most stock huge light face hold stock.,great,school,letter,threat,1
276,10,Firm go attorney step east difficult policy.,sense,per,produce,fly,1
277,10,Activity hand sense happy public expect.,these,then,finish,response,2
278,10,Gun table parent who.,leg,near,action,enjoy,3
279,10,Language recognize move phone room section.,recognize,medical,who,very,1
280,10,Weight evidence direction myself else according usually.,sing,through,threat,really,4
281,10,Crime difference occur.,position,tree,production,tree,3
282,10,Speak conference thought.,half,close,defense,body,2
283,10,People cell begin star art career bring ever.,site,party,table,beyond,1
284,10,Drop recognize central name at they scene.,but,whom,professional,through,2
285,10,Treatment federal human soon last crime.,special,reveal,wide,page,2
286,10,Officer lot several.,officer,involve,far,by,3
287,10,Along card eight everyone.,face,serious,create,control,1
288,10,East among mother difference.,friend,size,despite,contain,4
289,10,Wonder country nice meet require decision.,suffer,safe,resource,leader,2
290,10,Do up perhaps unit mouth forward.,run,tend,food,stop,3
291,10,Hard yeah land side.,million,attack,coach,second,1
292,10,Law really hair tend system again.,him,into,structure,individual,3
293,10,Base Mrs show eye capital dark.,number,whom,result,reduce,3
294,10,Not difficult bag tough instead college series.,reason,situation,time,side,2
295,10,Mean position five citizen nation tell least.,check,federal,now,consumer,2
296,10,Ten happen police.,thousand,about,officer,investment,1
297,10,Institution yeah second lot go establish.,lot,act,speak,find,2
298,10,Sport remember manage tell knowledge detail current.,nature,again,involve,happen,4
299,10,Place office particular hold TV executive crime.,appear,must,mouth,apply,3
300,10,Quality investment like debate record.,win,red,if,teacher,3
301,11,Least save take car cup kid approach.,statement,light,miss,cell,1
302,11,True somebody per also near nearly charge.,treatment,only,worker,always,2
303,11,Physical choose standard woman.,of,window,science,skin,1
304,11,Time big phone music Mr great.,practice,key,place,prepare,3
305,11,Recent pattern woman pattern figure bank culture.,for,then,there,toward,3
306,11,Employee nice rock yourself.,night,PM,simple,soldier,3
307,11,College ever four order to late before political.,share,ago,lot,produce,4
308,11,First son customer film ok possible.,move,decide,early,raise,3
309,11,Can left space control either reach.,story,thing,risk,total,2
310,11,Street minute hope bring.,tell,analysis,exactly,own,3
311,11,Family generation anyone skill hand.,floor,hard,time,start,2
312,11,Staff involve agree director west attack.,present,read,small,strong,2
313,11,Cell some century trip others land over even.,left,direction,couple,four,2
314,11,School just whom wear buy.,cost,sell,once,wrong,2
315,11,Nor call walk word religious reason.,American,ok,everybody,happy,1
316,11,Suffer right door be box defense clearly.,organization,consider,worry,material,1
317,11,Produce society cultural prevent ask continue.,already,message,process,old,1
318,11,Player human keep wind focus down camera.,hotel,maintain,certain,must,1
319,11,Dream student new player decide.,lay,buy,last,which,1
320,11,Success memory organization capital catch.,away,the,single,rest,1
321,11,Air sometimes economy world maybe his develop.,start,activity,free,positive,3
322,11,Soon knowledge network compare black company.,always,follow,too,experience,2
323,11,Move financial exist Republican trial deal effort start.,director,save,relate,prepare,4
324,11,Capital act rule collection seem most election.,than,agree,kid,participant,4
325,11,Past kitchen deep model.,successful,keep,to,how,4
326,11,Check take two season.,reveal,none,picture,industry,1
327,11,Positive power indeed.,environmental,energy,test,test,3
328,11,Identify simple turn reality.,likely,boy,five,next,4
329,11,Simple fill least white history lead.,whole,card,who,wonder,1
330,11,Performance fall character mouth.,bag,large,current,hour,1
331,12,Rate front Congress arrive investment student.,policy,continue,cause,machine,3
332,12,Beyond attorney well.,those,base,happen,if,2
333,12,Leg of yet teacher seat only inside moment.,play,news,agreement,high,4
334,12,Toward receive improve close above affect maintain.,total,conference,than,something,3
335,12,Activity second none.,six,keep,ability,campaign,4
336,12,Field material PM above.,address,red,investment,three,3
337,12,Because work watch travel yeah do.,look,fish,citizen,name,4
338,12,Attention enjoy reach what.,baby,plan,just,life,3
339,12,Statement big mouth crime parent write movie.,question,make,until,firm,3
340,12,Well son affect blue military choice.,economic,pick,head,throw,3
341,12,Blue almost special population left from tell.,wide,meeting,program,government,3
342,12,Executive carry inside decade method me guy.,admit,firm,resource,be,3
343,12,Plant I large choice begin.,paper,heart,rise,source,4
344,12,Spend huge own reduce.,data,hotel,table,catch,4
345,12,Hot office truth soldier sport law half.,specific,pattern,most,finally,3
346,12,Quality majority degree dark.,would,man,laugh,statement,4
347,12,Present charge first production property.,answer,leave,medical,boy,3
348,12,Raise hope skin alone character.,early,plan,discussion,national,3
349,12,Upon sing forget truth.,particularly,Democrat,better,change,4
350,12,Later heart boy official performance official evidence any.,anyone,usually,quickly,though,1
351,12,Door TV believe near allow.,his,consider,quality,research,4
352,12,Late common politics six technology mission.,us,star,tell,enough,4
353,12,Enter but there tree maintain.,condition,arrive,win,surface,2
354,12,Writer west area away amount crime.,account,collection,best,decision,2
355,12,Ask wife later growth trial too will.,bag,manager,discuss,cause,4
356,12,Bad girl weight example level.,number,right,time,machine,4
357,12,Protect play address once.,charge,from,second,law,3
358,12,Add idea window specific.,safe,event,beyond,gun,3
359,12,Half know federal first concern southern benefit power.,everything,help,drive,wife,3
360,12,Feeling before film season wrong professor task.,network,seek,start,charge,1
361,13,Least walk television run realize.,third,dark,region,remember,2
362,13,Picture offer pick structure her him civil.,these,professional,forward,forward,3
363,13,Fire history any first.,off,product,computer,open,3
364,13,Hundred everything tax machine side remain.,common,east,always,manager,4
365,13,About mission include man.,network,list,box,about,3
366,13,No my institution attention.,few,such,miss,television,4
367,13,Since look thousand available bill morning account.,bit,some,particularly,develop,4
368,13,Leave whole then wish produce mean.,him,bad,do,concern,1
369,13,Support treatment member.,thought,ago,TV,without,1
370,13,Speak force move large late camera course.,moment,group,star,almost,3
371,13,Building investment down.,management,interesting,blue,write,4
372,13,Marriage well that along choice pretty option.,some,on,happy,again,3
373,13,Them that try college commercial strategy economy word.,share,answer,family,list,4
374,13,Good analysis it special around rest development.,produce,direction,strong,tax,2
375,13,East after late receive tend same design player.,these,American,specific,adult,3
376,13,Research story happy quite.,every,ahead,challenge,Mrs,3
377,13,Name learn officer thousand attorney model American become.,student,late,serious,six,2
378,13,However charge election significant seat public.,government,phone,rather,right,4
379,13,Well leave money anyone strategy budget seven.,modern,its,research,push,2
380,13,Generation difficult money quickly few interest.,left,attack,difficult,hundred,2
381,13,As case politics cause.,seem,make,daughter,project,3
382,13,Our may art ago way worry.,above,door,player,behavior,2
383,13,Edge occur hear security.,pass,while,right,lot,1
384,13,Ground skin relationship shake heart.,hour,shake,fall,beat,2
385,13,Indeed pick compare area.,for,maintain,something,professional,4
386,13,This and rock positive.,fear,hear,recent,wonder,2
387,13,Respond onto rest act fear model natural.,structure,form,move,concern,3
388,13,Huge return also forward.,certain,weight,quickly,government,4
389,13,Offer notice clearly avoid start.,degree,report,continue,well,1
390,13,Certain technology young bill.,even,type,campaign,third,4
391,14,Source people meet beyond never.,send,cultural,stand,out,2
392,14,Per old short war social suddenly.,bag,cut,any,court,3
393,14,Usually per everybody during smile question read.,gun,community,defense,wide,4
394,14,Career word interest since identify call.,would,they,past,give,1
395,14,Prevent enough treatment door something different.,list,ability,box,another,3
396,14,Hundred how specific minute.,foreign,morning,most,player,3
397,14,Company consumer top teacher.,back,political,two,learn,4
398,14,Benefit southern continue then kitchen.,life,thing,race,citizen,2
399,14,Financial mention build him manager defense tax central.,successful,order,attack,animal,4
400,14,Within nearly identify civil western note training.,decide,law,close,control,3
401,14,Suggest Mrs answer shoulder law around.,view,give,tax,pattern,2
402,14,Walk pay management assume analysis that establish.,soon,term,rest,pretty,4
403,14,Quality several science seven rule month.,approach,director,research,world,3
404,14,Support once involve owner college.,collection,box,energy,mind,2
405,14,Plan learn discover deal.,people,half,statement,red,3
406,14,Sometimes north modern language letter perform care.,production,together,trade,style,2
407,14,Choose statement above gas professional.,health,program,increase,half,2
408,14,Head suggest whole society involve open.,wish,nor,citizen,technology,4
409,14,Wife mission maintain source though behind you.,hotel,citizen,surface,arm,1
410,14,Finish decade be particularly environmental.,way,generation,court,peace,3
411,14,Personal receive amount commercial.,land,table,reality,interesting,1
412,14,Career note anything our doctor sea.,professional,pick,career,spend,4
413,14,Picture almost project use.,company,candidate,education,cup,4
414,14,Second positive drop writer why know.,action,cut,appear,window,4
415,14,Event prepare sing hundred.,challenge,drop,level,throw,1
416,14,Sport voice series.,scientist,reason,relate,crime,3
417,14,Hard important describe.,art,hundred,foot,fill,3
418,14,Down down your gas.,ball,open,perhaps,group,2
419,14,Whose program weight energy election.,especially,sure,over,learn,1
420,14,For health itself box leave wait TV best.,money,simply,citizen,condition,1
421,15,Keep art onto from special man.,main,should,card,campaign,1
422,15,Writer case those through store.,require,early,policy,recently,4
423,15,Develop my expert probably.,standard,radio,letter,physical,2
424,15,Believe after security radio reason.,vote,consider,find,yourself,4
425,15,Seat series forward year.,into,difficult,yourself,wall,4
426,15,True drop they more interview month.,check,time,owner,bill,3
427,15,Machine member can itself attorney item.,certain,fact,economy,staff,2
428,15,Result minute manage.,service,name,music,read,3
429,15,Chair practice in commercial.,vote,spring,south,wish,1
430,15,Degree or trip ever she operation.,account,box,off,ability,1
431,15,Song hand send store police.,without,air,agreement,its,2
432,15,Artist do different matter officer partner.,test,still,local,order,2
433,15,Company attack change region knowledge get tough.,production,wrong,blue,of,1
434,15,Police small baby record allow.,a,easy,million,mother,1
435,15,War guy budget.,allow,company,you,discussion,1
436,15,Could section rather conference analysis tax science.,chair,base,city,particularly,1
437,15,Consumer nation power issue.,recognize,might,air,hotel,3
438,15,Begin watch another message.,read,certain,discover,cause,4
439,15,Machine suffer total those fall whether.,sort,benefit,nothing,anything,4
440,15,Relationship stock more southern general choice.,address,she,purpose,six,4
441,15,Beat large sing.,town,those,require,plant,4
442,15,Country society Mrs stage.,item,against,well,but,1
443,15,Eat soon reveal guy.,quickly,century,receive,maintain,3
444,15,Study page foot economic protect card field.,once,require,third,top,1
445,15,About drive space concern.,woman,any,family,wall,2
446,15,Each successful list team.,head,magazine,pay,radio,2
447,15,Debate argue blue technology thought.,other,character,buy,various,4
448,15,End people ability street investment record.,serve,campaign,western,contain,4
449,15,First someone add early happen hand.,art,late,everything,run,4
450,15,Whom home forward option customer television pretty.,able,sound,now,leave,2
451,16,Worry everyone full join.,campaign,bank,concern,either,4
452,16,Rise increase soon north feel beautiful industry.,though,effect,kitchen,talk,3
453,16,Reflect discuss soon.,line,mouth,detail,movie,3
454,16,House participant word before tell data.,try,lose,modern,agency,4
455,16,Continue financial free field anything.,throughout,opportunity,accept,visit,4
456,16,Pressure impact ability movement.,themselves,dream,parent,close,2
457,16,Available difficult couple sister positive quite month.,use,would,must,us,2
458,16,Fund party catch media.,Republican,bring,garden,third,2
459,16,Rich gun parent happen week throw director.,join,early,debate,number,2
460,16,Man enough anything seat bad structure.,word,deep,soldier,book,2
461,16,Discuss fish ever past.,former,board,sort,here,4
462,16,Case establish its maybe major model grow.,money,agency,up,federal,1
463,16,Key talk it film career sister class.,good,speak,scene,enjoy,2
464,16,Right specific national buy character state.,purpose,level,reflect,campaign,4
465,16,War no democratic north history check return.,cause,reason,all,prepare,2
466,16,Very issue most choice interview.,side,determine,prevent,past,4
467,16,Management minute including usually audience.,later,meet,rise,very,4
468,16,Most enter future human agree.,challenge,body,expert,magazine,2
469,16,Several but particularly ago.,fact,consumer,accept,consider,2
470,16,Art short to particular because on else.,the,be,yes,wife,1
471,16,Three want move main.,husband,firm,head,particularly,1
472,16,Spend eat every budget difficult security.,scene,along,late,candidate,2
473,16,Laugh difference around ready help.,believe,movement,challenge,main,2
474,16,According senior agreement understand lot.,but,lose,water,model,1
475,16,Again sister short about listen model.,director,ok,huge,artist,2
476,16,Seek can another adult.,upon,ahead,race,story,2
477,16,Ask lead already skill agency remember name list.,drug,work,old,success,4
478,16,Player kind make provide apply anything officer.,research,reason,everything,behind,4
479,16,By firm or challenge her break.,glass,western,fear,now,3
480,16,Town week paper evening alone.,man,too,than,sit,3
481,17,Main seem let force strategy ability.,state,east,TV,or,2
482,17,Agreement television whom number two radio art.,first,hold,before,station,2
483,17,Development involve choice say able.,hard,evidence,attorney,her,3
484,17,Nor toward now mind.,computer,long,learn,sense,3
