id,userId,duration
663,962,52
664,4926,2030
665,1052,1443
666,7985,201
667,2517,1127
668,9932,1289
669,301,2928
670,3777,2880
671,8061,3127
672,3186,2966
673,3761,2423
674,5498,828
675,1943,2628
676,5573,1652
677,3729,320
678,5564,3557
679,5342,1043
680,1958,3414
681,1485,2393
682,882,1842
683,7800,853
684,7697,2610
685,8705,774
686,3251,2572
687,7357,2044
688,1765,2229
689,1186,3023
690,6989,509
691,4292,40
692,7689,578
693,5786,798
694,6048,3440
695,2785,15
696,523,2259
697,8076,1676
698,2731,823
699,7893,1052
700,2858,1789
701,722,308
702,8533,2462
703,6881,3411
704,8944,3433
705,9795,3350
706,1559,1782
707,5105,1175
708,4616,1827
709,1903,368
710,6499,3190
711,8317,1527
712,1017,1817
713,2921,2911
714,7160,782
715,3254,1264
716,1619,820
717,2648,3345
718,5687,1147
719,4856,3012
720,5612,1256
721,1821,748
722,6938,2230
723,1646,496
724,2354,248
725,8497,1826
726,7955,977
727,7316,3063
728,1537,221
729,2257,2984
730,7119,1588
731,2410,1395
732,1867,2590
733,9306,1044
734,7433,2223
735,6365,1250
736,3746,2324
737,5138,2343
738,7347,615
739,4096,1750
740,3861,857
741,3852,1415
742,2736,405
743,134,2274
744,6060,913
745,7061,571
746,5274,308
747,1797,274
748,3019,1782
749,4883,1995
750,9393,1720
751,207,3475
752,7643,1396
753,1494,3087
754,6091,1141
755,5822,937
756,3975,1419
757,1922,3217
758,4713,733
759,7216,3367
760,359,2809
761,7741,2963
762,7128,738
763,1557,2423
764,7864,2587
765,7459,1628
766,1749,1377
767,8513,361
768,9396,1457
769,1294,180
770,5371,809
771,1188,1647
772,6391,3396
773,2714,464
774,7262,1852
775,3488,1183
776,6868,2320
777,514,3029
778,3884,2512
779,8107,1089
780,3208,485
781,8766,2156
782,9217,3091
783,1437,3074
784,3979,3086
785,2150,3321
786,3928,1380
787,7497,3195
788,1613,1828
789,6018,2171
790,6006,2539
791,1365,1415
792,2981,2129
793,7208,2071
794,507,2960
795,3281,791
796,3638,220
797,4391,1039
798,5576,1251
799,3299,2721
800,1467,618
801,7829,1694
802,6618,686
803,9166,1334
804,7333,3158
805,2243,2735
806,5794,1078
807,9965,2524
808,1657,3183
809,908,2060
810,4282,113
811,2297,2749
812,4414,3021
813,320,2002
814,5703,1906
815,7499,506
816,8991,1336
817,9552,898
818,6956,130
819,548,1326
820,5403,197
821,1392,2127
822,8120,286
823,8692,180
824,5219,2334
825,5009,2705
826,5459,417
827,7620,194
828,4740,3473
829,9216,406
830,5845,2037
831,6389,1121
832,7181,2083
833,7585,680
834,6474,625
835,3650,1534
836,3755,57
837,6999,1472
838,9746,920
839,8696,1637
840,466,3580
841,1723,674
842,5842,1912
843,451,2890
844,6463,1967
845,9808,1950
846,6687,904
847,6818,2224
848,7390,993
849,8937,589
850,323,398
851,6953,2337
852,5286,2880
853,5553,407
854,3353,2842
855,5231,1034
856,3763,559
857,1561,46
858,5845,2614
859,9861,106
860,2391,1439
861,7602,3552
862,7111,1450
863,7647,240
864,3128,2268
865,6654,242
866,611,1037
867,7911,2113
868,3264,156
869,8688,2507
870,6782,2329
871,3701,2529
872,4260,507
873,2269,3379
874,7175,2689
875,3348,3296
876,2203,692
877,9054,1049
878,4656,1384
879,2137,1087
880,1546,1941
881,1894,2484
882,2241,3172
883,7633,1687
884,439,2086
885,5282,656
886,580,774
887,9215,3545
888,7002,2246
889,7957,2867
890,3190,1366
891,2965,3241
892,3947,3178
893,6141,2962
894,3002,434
895,9392,156
896,3732,2462
897,2947,2558
898,3527,1405
899,7970,2038
900,6898,1635
901,4045,3222
902,7538,1202
903,8635,1373
904,1808,153
905,3623,3365
906,2249,2832
907,8916,1929
908,7544,1566
909,8912,2895
910,8467,550
911,3379,3152
912,7205,3032
913,2042,1293
914,8609,586
915,9153,2326
916,8465,3073
917,3688,2214
918,1392,622
919,220,82
920,8203,2844
921,7028,1636
922,9339,3227
923,1640,1020
924,3891,3376
925,5017,2628
926,7815,1637
927,9945,2162
928,9277,1899
929,1112,1102
930,4092,1130
931,3730,2135
932,2335,3161
933,3019,42
934,414,2659
935,3714,1192
936,2753,368
937,6314,1393
938,1931,1450
939,5895,911
940,9618,1570
941,5527,1587
942,4567,2780
943,6908,1890
944,2172,1674
945,1712,2574
946,4429,599
947,3186,2682
948,2032,3308
949,8389,1029
950,8751,1622
951,9958,2174
952,5506,3007
953,8883,613
954,7019,693
955,8743,3385
956,2036,747
957,1280,2449
958,7322,3250
959,4775,2784
960,9123,3117
961,6783,665
962,1213,1248
963,8970,3557
964,7426,1342
965,8004,3482
966,5189,2347
967,9818,2713
968,3247,1455
969,8935,18
970,9921,2391
971,1415,1735
972,3916,2149
973,473,1930
974,6648,1521
975,5506,824
976,4431,174
977,4294,501
978,196,1718
979,7194,1007
980,9069,1279
981,8620,125
982,9043,1804
983,7257,1418
984,1030,3550
985,1762,2081
986,8231,3388
987,23,1863
988,2375,39
989,1678,2450
990,9317,1187
991,2685,515
992,6040,1835
993,8287,3339
994,1591,205
995,736,514
996,4703,1413
997,2337,2210
998,5903,3273
999,462,1374
1000,5933,2900
1001,3067,2515
1002,7189,111
1003,7404,1730
1004,3877,1723
1005,9261,3134
1006,8616,3052
1007,5523,2592
1008,3529,261
1009,5074,2250
1010,888,473
1011,1175,3044
1012,5666,393
1013,2468,987
1014,559,2517
1015,722,1000
1016,3247,2695
1017,1209,2974
1018,4539,1539
1019,1661,3462
1020,5373,1872
1021,1982,3542
1022,9237,1993
1023,6479,3558
1024,6966,1286
1025,4422,1840
1026,1198,1283
1027,3135,3215
1028,3126,2950
1029,7356,1709
1030,3987,398
1031,8681,2213
1032,7630,190
1033,9905,91
1034,9024,1173
1035,5133,2220
1036,4106,3089
1037,7804,2766
1038,2836,1200
1039,7054,1506
1040,3108,2912
1041,3464,3221
1042,4577,2952
1043,6949,1660
1044,7208,852
1045,698,1378
1046,2834,380
1047,5179,2934
1048,3079,668
1049,3879,1682
1050,8047,3005
1051,8828,3584
1052,3276,2372
1053,6130,2262
1054,8978,2473
1055,1560,360
1056,8746,813
1057,5585,1063
1058,5936,2904
1059,3663,1175
1060,41,3280
1061,1901,659
1062,969,468
1063,4261,3563
1064,2884,1017
1065,8371,455
1066,4971,1345
1067,8983,2397
1068,2562,691
1069,4736,151
1070,8432,1383
1071,8265,2745
1072,502,3285
1073,7337,1366
1074,257,1524
1075,4140,2349
1076,1951,2449
1077,6130,2530
1078,9695,524
1079,9089,2797
1080,1167,716
1081,9487,1642
1082,5107,3249
1083,9939,3512
1084,8622,1480
1085,155,564
1086,7157,2229
1087,7451,2095
1088,4385,3065
1089,2599,706
1090,1612,1080
1091,3860,1004
1092,7146,1749
1093,6579,2079
1094,8866,1727
1095,9120,3563
1096,4304,2419
1097,1977,2390
1098,4558,1224
1099,5737,3557
1100,9023,265
1101,7973,2187
1102,6878,477
1103,3356,1629
1104,588,1435
1105,6897,870
1106,995,1230
1107,9657,2607
1108,8466,469
1109,5950,1580
1110,6428,2708
1111,5333,2802
1112,8383,708
1113,7519,3181
1114,3439,1290
1115,1507,2755
1116,6466,3089
1117,7406,2465
1118,8296,289
1119,3251,2713
1120,4713,524
1121,3709,2070
1122,6913,275
1123,563,912
1124,4434,659
1125,4649,222
1126,3482,542
1127,5284,3524
1128,2200,2708
1129,7693,2857
1130,724,2240
1131,7756,568
1132,4320,993
1133,3327,884
1134,8385,1005
1135,6915,738
1136,5771,3397
1137,95,363
1138,9818,614
1139,4435,193
1140,5960,2654
1141,8143,116
1142,1632,1598
1143,8457,2539
1144,828,443
1145,7246,1010
1146,1505,417
1147,2371,918
1148,8844,968
1149,5345,2405
1150,3471,2093
1151,6901,3571
1152,1482,1724
1153,7332,1415
1154,9423,3502
1155,1924,2079
1156,7695,3585
1157,3329,2275
1158,1067,950
1159,5140,3169
1160,2639,3387
1161,201,941
1162,9729,3192
1163,1645,3006
1164,3252,3374
1165,312,2787
1166,1857,578
1167,9221,345
1168,5670,207
1169,289,3056
1170,8789,2248
1171,252,1629
1172,8241,721
1173,142,3334
1174,3691,236
1175,8219,2789
1176,2811,1576
1177,6616,1412
1178,6110,244
1179,2650,2631
1180,522,1609
1181,7949,1175
1182,6442,2142
1183,2073,2182
1184,2301,2256
1185,6560,1691
1186,3394,1456
1187,213,1979
1188,2800,3536
1189,9530,441
1190,5428,2231
1191,8463,3572
1192,9210,2822
1193,5691,453
1194,5282,3519
1195,1400,73
1196,9138,2855
1197,9391,156
1198,3451,2662
1199,3190,133
1200,1011,1746
1201,1382,189
1202,7325,1099
1203,7217,3468
1204,2532,1472
1205,7665,2653
1206,4744,1648
1207,2324,350
1208,8487,2776
1209,150,1081
1210,647,74
1211,1739,1770
1212,1950,1704
1213,7871,2798
1214,9373,85
1215,5775,2384
1216,7641,948
1217,8365,1637
1218,3047,451
1219,9379,1442
1220,8101,2213
1221,5309,2290
1222,3335,2828
1223,9333,3037
1224,347,2841
1225,2911,2942
1226,1055,3491
1227,269,2753
1228,7544,3538
1229,9954,1646
1230,3160,1895
1231,6501,668
1232,1358,2299
1233,6164,2825
1234,7223,3190
1235,5215,277
1236,2187,2908
1237,5428,536
1238,9193,471
1239,6490,1765
1240,5190,422
1241,8258,755
1242,8083,1680
1243,345,976
1244,5478,1929
1245,7788,2565
1246,7427,2530
1247,1585,951
1248,4846,3361
1249,6074,2611
1250,8840,3113
1251,9433,41
1252,3334,380
1253,170,1537
1254,1893,755
1255,6938,159
1256,4706,2024
1257,881,2988
1258,4163,2793
1259,2314,1289
1260,5455,2288
1261,5087,2560
1262,6107,2542
1263,2904,2801
1264,2502,1214
1265,8720,1429
1266,7496,2618
1267,3411,3339
1268,291,3188
1269,749,487
1270,3013,1401
1271,7006,3175
1272,4462,1556
1273,6928,2487
1274,5437,1451
1275,9700,937
1276,8243,3153
1277,2490,2968
1278,4003,904
1279,7531,2359
1280,394,1780
1281,6197,113
1282,5492,2020
1283,3196,3072
1284,3442,2778
1285,6148,1755
1286,3758,656
1287,7075,3123
1288,636,1399
1289,6077,2892
1290,7382,2809
1291,2098,1368
1292,9349,1546
1293,6666,3129
1294,7736,2973
1295,8628,642
1296,2959,2332
1297,5411,655
1298,6418,961
1299,4591,552
1300,106,3535
1301,4940,356
1302,9107,1530
1303,6099,2072
1304,7038,2500
1305,4036,1649
1306,9163,2992
1307,3000,1939
1308,2495,657
1309,4231,1760
1310,7103,1041
1311,9742,2982
1312,2911,1408
1313,5741,169
1314,5502,19
1315,3133,1999
1316,9699,1573
1317,9297,3490
1318,5200,2398
1319,3912,2277
1320,2597,837
1321,4273,1199
1322,9806,1854
1323,4760,3523
1324,1394,558
1325,1487,29
1326,6790,1864
1327,4637,1029
1328,5832,2244
1329,5273,231
1330,7625,2105
1331,8272,2264
1332,8809,3331
1333,6436,700
1334,6956,2445
1335,3471,137
1336,7338,1015
1337,6918,1243
1338,9754,2785
1339,5355,2934
1340,4429,1403
1341,749,668
1342,218,3585
1343,6888,463
1344,9227,1104
1345,7626,1052
1346,3184,2234
1347,5676,886
1348,1686,2812
1349,2132,3114
1350,5231,3357
1351,8046,2149
1352,6045,673
1353,8908,3439
1354,9598,1236
1355,8729,2803
1356,6841,2017
1357,9233,1281
1358,8989,3592
1359,4397,2339
1360,3487,3487
1361,2743,3185
1362,2684,2198
1363,2832,3256
1364,3389,1497
1365,7436,2899
1366,2258,3127
1367,4215,1027
1368,4138,1115
1369,4008,1795
1370,6713,1106
1371,7429,1244
1372,7615,2118
1373,2373,1468
1374,6805,1799
1375,2025,1982
1376,7598,1833
1377,3116,642
1378,616,1502
1379,6061,3574
1380,3367,2459
1381,9893,2156
1382,6186,1544
1383,9204,1683
1384,9531,1428
1385,8216,3504
1386,9714,6
1387,5411,2312
1388,4627,2984
1389,5407,1766
1390,815,1539
1391,9140,1690
1392,6836,3520
1393,9695,764
1394,4980,762
1395,1917,3164
1396,3018,2545
1397,120,2455
1398,4198,1896
1399,8030,1344
1400,9353,453
1401,1698,3162
1402,6917,1147
1403,9219,3407
1404,9102,3197
1405,1988,2677
1406,3730,2430
1407,1017,1713
1408,6413,726
1409,6143,1940
1410,1898,838
1411,7654,2848
1412,1929,2184
1413,795,1525
1414,211,2244
1415,2720,3072
1416,4949,1797
1417,5813,1964
1418,3632,2043
1419,4517,2237
1420,7479,69
1421,9163,1255
1422,5125,2523
1423,4782,2248
1424,4028,170
1425,8223,163
1426,4149,2551
1427,9944,2129
1428,1015,396
1429,5375,915
1430,8079,1094
1431,8985,3139
1432,3035,3108
1433,400,846
1434,2735,1949
1435,1872,912
1436,3367,3128
1437,9621,2931
1438,6602,1148
1439,7020,2669
1440,8964,1038
1441,8995,2027
1442,1734,632
1443,9911,2290
1444,1904,2451
1445,6911,2596
1446,4311,2833
1447,9238,1984
1448,6244,1774
1449,911,2186
1450,7537,667
1451,4653,813
1452,4525,974
1453,9047,3240
1454,1029,258
1455,7429,3593
1456,8534,1247
1457,4867,1160
1458,6149,2506
1459,5282,1981
1460,7908,1467
1461,9348,3300
1462,8150,1631
1463,6359,2649
1464,6457,1922
1465,2022,1281
1466,7095,1420
1467,7729,1387
1468,5967,19
1469,6571,2531
1470,2356,3250
1471,1286,893
1472,8632,3379
1473,3985,2242
1474,8199,471
1475,5648,3395
1476,6088,532
1477,7188,3548
1478,1675,2214
1479,6657,3580
1480,5017,2617
1481,9607,2254
1482,2830,1899
1483,5787,1111
1484,9676,193
1485,9762,2033
1486,8277,2175
1487,3219,508
1488,7215,1282
1489,2412,1162
1490,2297,3594
1491,5336,355
1492,6328,599
1493,6977,1561
1494,4282,1555
1495,258,2035
1496,3434,2440
1497,5575,1047
1498,739,1494
1499,4772,2125
1500,6477,1002
1501,131,3170
1502,5942,2757
1503,2293,270
1504,4233,1625
1505,4615,3183
1506,7482,1475
1507,8377,106
1508,7437,2947
1509,1030,135
1510,2466,1672
1511,6511,382
1512,8268,2615
1513,295,192
1514,7281,535
1515,8404,3325
1516,9809,2648
1517,6067,2435
1518,2954,50
1519,7417,2838
1520,4974,3166
1521,4407,875
1522,6297,2304
1523,3655,2413
1524,9222,1261
1525,2500,3112
1526,2126,627
1527,3885,3287
1528,2479,2697
1529,7650,2455
1530,32,1234
1531,9416,3431
1532,6014,1416
1533,2325,1928
1534,1078,1593
1535,8787,3055
1536,9113,3278
1537,7963,3597
1538,4976,1639
1539,7934,2007
1540,7818,1108
1541,6123,3286
1542,1598,2713
1543,23,2937
1544,8690,2614
1545,7806,423
1546,6590,3447
1547,4021,1670
1548,3459,3041
1549,1734,2441
1550,2926,2486
1551,5739,1113
1552,8084,2249
1553,7079,889
1554,328,3278
1555,5005,975
1556,5977,2037
1557,9881,2212
1558,7799,1361
1559,927,1338
1560,811,1011
1561,2857,3089
1562,6652,1468
1563,926,2916
1564,6510,3447
1565,5882,1420
1566,904,3370
1567,8916,1360
1568,8583,318
1569,7041,1604
1570,2989,1978
1571,9861,185
1572,6971,455
1573,288,2745
1574,6560,1503
1575,5915,525
1576,9236,537
1577,4896,3162
1578,1250,1487
1579,9961,2117
1580,1366,1578
1581,6513,1134
1582,9918,3558
1583,752,1087
1584,4273,2404
1585,1124,3202
1586,8843,1575
1587,2295,620
1588,1637,2889
1589,4966,3270
1590,320,1345
1591,4060,886
1592,2059,456
1593,6483,3065
1594,3829,2508
1595,5849,2531
1596,9927,28
1597,6874,2072
1598,2120,2500
1599,9430,3168
1600,1022,2243
1601,3404,1934
1602,8265,1275
1603,9840,457
1604,3800,2818
1605,1277,863
1606,9241,2508
1607,2450,23
1608,6270,3344
1609,2138,3531
1610,8466,2217
1611,5701,2022
1612,4790,2971
1613,9484,2767
1614,9747,3134
1615,2690,3388
1616,5497,3419
1617,4957,2830
1618,5890,1976
1619,2753,2174
1620,6571,2300
1621,6311,3015
1622,9407,2721
1623,248,1214
1624,7144,3531
1625,85,2046
1626,7321,54
1627,2799,2379
1628,1049,727
1629,5141,1391
1630,8859,3293
1631,11,1138
1632,1323,1224
1633,5429,786
1634,6032,3359
1635,3930,1261
1636,4929,1795
1637,6192,403
1638,4208,1811
1639,880,2907
1640,226,2572
1641,9481,829
1642,3458,2096
1643,4536,1607
1644,3059,370
1645,4253,1351
1646,3087,2560
1647,8480,1356
1648,834,1572
1649,720,193
1650,7390,2952
1651,486,1929
1652,6609,3569
1653,6895,1556
1654,1872,1313
1655,3070,2601
1656,5900,1690
1657,8349,220
1658,3240,2569
1659,3170,1242
1660,9353,604
1661,9522,3212
1662,6961,171
1663,5999,2046
1664,6282,3086
1665,3096,569
1666,9297,1916
1667,8602,976
1668,5966,3340
1669,4431,2033
1670,2030,1981
1671,1512,381
1672,8063,714
1673,9805,3461
1674,1699,2851
1675,9017,4
1676,2080,3124
1677,8860,129
1678,7675,3538
1679,1609,806
1680,184,2667
1681,4593,1847
1682,3654,1931
1683,9320,957
1684,4816,1499
1685,6031,2773
1686,2064,760
1687,3135,1863
1688,9023,1283
1689,4977,2005
1690,4900,2630
1691,1460,2291
1692,4296,3145
1693,8891,1241
1694,6836,2786
1695,2952,2391
1696,5232,2381
1697,1950,2969
1698,3810,1096
1699,2479,1263
1700,4476,148
1701,2474,416
1702,617,2644
1703,6659,1818
1704,7952,306
1705,7714,1225
1706,6588,2674
1707,9322,2959
1708,5265,3401
1709,7657,411
1710,2254,1303
1711,5086,142
1712,3404,254
1713,2999,3294
1714,7086,455
1715,8871,919
1716,1759,62
1717,9407,252
1718,4515,2489
1719,7311,971
1720,9141,1163
1721,4406,2313
1722,2508,1005
1723,9218,1554
1724,9398,1729
1725,431,484
1726,7623,2836
1727,7598,1129
1728,2781,3189
1729,485,2211
1730,1413,1353
1731,6539,715
1732,5832,999
