id,userId,quizId,score,totalScore
270,5854,28,31,100
271,4672,150,93,100
272,8038,179,83,100
273,3777,14,98,100
274,2557,128,87,100
275,8507,115,100,100
276,1564,125,80,100
277,2241,87,57,100
278,2825,101,47,100
279,106,139,50,100
280,5443,39,11,100
281,4718,110,41,100
282,3736,172,22,100
283,9672,14,79,100
284,7993,69,17,100
285,9105,52,74,100
286,2502,140,97,100
287,8530,98,85,100
288,1942,79,88,100
289,6294,96,88,100
290,6254,112,24,100
291,3982,11,18,100
292,5347,40,41,100
293,8197,13,45,100
294,5041,92,76,100
295,3941,57,11,100
296,2734,140,84,100
297,9609,49,17,100
298,3116,184,99,100
299,5057,200,34,100
300,140,74,86,100
301,7908,115,68,100
302,6125,108,72,100
303,922,34,32,100
304,5881,165,94,100
305,8556,119,95,100
306,9950,72,84,100
307,2334,15,30,100
308,4625,68,100,100
309,1474,50,92,100
310,5864,100,29,100
311,8172,191,51,100
312,4561,165,41,100
313,2003,121,97,100
314,1827,175,14,100
315,1940,37,73,100
316,1898,90,40,100
317,2748,73,28,100
318,6981,113,20,100
319,451,97,81,100
320,2671,67,87,100
321,1085,140,39,100
322,1984,100,98,100
323,4202,139,2,100
324,7436,48,66,100
325,3560,129,46,100
326,9615,130,67,100
327,2842,31,40,100
328,5136,66,41,100
329,7802,136,1,100
330,4645,181,81,100
331,779,199,76,100
332,6594,7,47,100
333,6698,42,8,100
334,9556,38,68,100
335,9354,174,61,100
336,3798,28,53,100
337,895,197,9,100
338,9910,4,73,100
339,8954,139,57,100
340,5523,170,55,100
341,5689,114,34,100
342,9842,54,77,100
343,7517,99,67,100
344,3845,125,82,100
345,8302,151,54,100
346,5819,177,79,100
347,5451,126,40,100
348,3547,179,77,100
349,9965,39,74,100
350,3186,182,97,100
351,2271,112,84,100
352,104,199,21,100
353,8252,181,41,100
354,2493,109,27,100
355,5518,133,90,100
356,165,29,88,100
357,6346,175,44,100
358,8588,41,63,100
359,8602,160,68,100
360,2408,155,83,100
361,3050,86,74,100
362,9180,37,5,100
363,3634,38,27,100
364,9151,6,18,100
365,4685,44,62,100
366,7987,85,81,100
367,137,139,15,100
368,8581,68,6,100
369,3644,196,19,100
370,7228,98,21,100
371,4090,102,28,100
372,8573,188,45,100
373,5312,191,93,100
374,1056,158,10,100
375,2747,10,34,100
376,5333,149,36,100
377,6834,74,65,100
378,2958,159,73,100
379,359,15,3,100
380,384,23,72,100
381,6738,80,42,100
382,8855,47,22,100
383,4122,180,1,100
384,8422,82,54,100
385,5539,178,97,100
386,5330,125,66,100
387,8804,117,34,100
388,9715,120,65,100
389,4147,31,81,100
390,5388,61,58,100
391,4965,65,26,100
392,4579,94,48,100
393,5669,64,86,100
394,1633,129,23,100
395,1645,146,12,100
396,9271,189,0,100
397,7098,32,40,100
398,4026,2,2,100
399,9936,77,52,100
400,9161,180,94,100
401,9970,68,99,100
402,2143,16,94,100
403,3252,144,83,100
404,5580,81,84,100
405,7600,111,23,100
406,234,97,83,100
407,9838,158,93,100
408,2995,155,56,100
409,3823,123,34,100
410,5313,44,59,100
411,2462,51,100,100
412,4943,131,72,100
413,4012,70,3,100
414,885,128,62,100
415,1293,81,87,100
416,6063,21,47,100
417,7850,57,65,100
418,396,126,12,100
419,823,98,20,100
420,9681,37,17,100
421,758,109,75,100
422,3215,27,55,100
423,8242,189,54,100
424,3177,48,99,100
425,6321,165,91,100
426,8318,133,56,100
427,9723,119,4,100
428,780,112,25,100
429,3872,93,27,100
430,6746,138,65,100
431,3654,149,9,100
432,6095,52,100,100
433,103,197,40,100
434,7898,130,98,100
435,299,148,78,100
436,1482,133,100,100
437,1991,106,98,100
438,7099,108,47,100
439,1954,151,97,100
440,3281,9,0,100
441,9151,145,13,100
442,5899,41,99,100
443,6614,94,35,100
444,2714,200,36,100
445,2220,196,96,100
446,4641,44,20,100
447,3327,120,91,100
448,2880,16,81,100
449,629,60,99,100
450,7536,91,37,100
451,9524,162,36,100
452,8008,68,93,100
453,8570,100,91,100
454,3074,58,89,100
455,5343,33,70,100
456,208,44,88,100
457,6857,68,83,100
458,5628,67,83,100
459,731,122,53,100
460,2034,87,17,100
461,37,49,85,100
462,9284,22,84,100
463,719,54,48,100
464,6574,27,1,100
465,2750,5,15,100
466,898,67,83,100
467,5186,194,23,100
468,5440,173,0,100
469,8443,114,33,100
470,7319,107,66,100
471,3090,136,100,100
472,4847,91,69,100
473,364,11,29,100
474,8838,126,35,100
475,1049,104,58,100
476,5476,67,66,100
477,2691,13,32,100
478,4737,170,34,100
479,7881,145,97,100
480,452,81,82,100
481,2202,73,82,100
482,2818,138,69,100
483,5482,45,47,100
484,9322,111,8,100
485,2882,87,73,100
486,9613,61,16,100
487,8741,30,37,100
488,4017,126,75,100
489,4345,41,94,100
490,3082,126,89,100
491,6395,129,51,100
492,8087,176,54,100
493,8525,69,28,100
494,4493,68,50,100
495,7798,194,0,100
496,4763,113,60,100
497,8784,12,1,100
498,3542,80,74,100
499,1383,164,66,100
500,3617,148,75,100
501,3553,174,97,100
502,7005,36,2,100
503,4442,147,9,100
504,6875,49,89,100
505,1990,14,59,100
506,4843,171,0,100
507,8520,20,55,100
508,1551,109,34,100
509,2948,187,54,100
510,8183,75,7,100
511,1353,122,89,100
512,2447,11,23,100
513,8604,89,79,100
514,1745,128,93,100
515,2777,54,15,100
516,9515,136,34,100
517,6273,152,84,100
518,7431,141,40,100
519,2844,152,52,100
520,1925,50,74,100
521,3724,104,97,100
522,2831,196,86,100
523,6174,102,26,100
524,6466,1,76,100
525,6524,85,32,100
526,1831,48,14,100
527,7881,50,42,100
528,3322,71,72,100
529,44,163,47,100
530,3363,177,55,100
531,8664,185,31,100
532,9022,77,13,100
533,2535,112,88,100
534,5103,83,30,100
535,7771,36,63,100
536,1020,108,78,100
537,4060,181,97,100
538,4756,184,49,100
539,2054,188,6,100
540,4779,26,70,100
541,810,6,88,100
542,6879,36,74,100
543,8754,38,71,100
544,5495,66,44,100
545,2943,127,52,100
546,7311,119,54,100
547,44,165,74,100
548,5492,191,10,100
549,1576,81,50,100
550,4348,30,68,100
551,4555,75,56,100
552,4175,11,3,100
553,4185,117,92,100
554,5112,82,56,100
555,1488,173,67,100
556,8702,133,11,100
557,7140,51,89,100
558,5690,2,69,100
559,5968,156,96,100
560,2695,165,100,100
561,5305,27,21,100
562,923,191,97,100
563,7441,51,3,100
564,2493,169,59,100
565,9503,188,47,100
566,7261,101,73,100
567,7155,32,47,100
568,1292,38,50,100
569,6136,126,63,100
570,5003,8,47,100
571,9348,16,2,100
572,8292,156,5,100
573,1436,121,33,100
574,2798,16,91,100
575,4319,47,44,100
576,6042,36,27,100
577,5140,13,1,100
578,9848,89,68,100
579,6567,64,47,100
580,6154,142,53,100
581,2688,189,71,100
582,1705,78,24,100
583,6304,8,73,100
584,6366,39,90,100
585,3989,71,74,100
586,8711,66,28,100
587,2157,46,31,100
588,4028,48,16,100
589,7980,40,18,100
590,2482,60,45,100
591,695,128,91,100
592,2480,197,95,100
593,4593,96,91,100
594,2626,178,76,100
595,164,29,29,100
596,4426,188,53,100
597,6020,102,44,100
598,1919,153,42,100
599,4395,199,89,100
600,9103,106,88,100
601,5674,170,48,100
602,6863,39,86,100
603,5836,154,45,100
604,5744,91,20,100
605,8846,22,82,100
606,5894,8,34,100
607,176,142,49,100
608,7020,131,82,100
609,510,33,15,100
610,8460,6,84,100
611,2323,104,48,100
612,8779,84,95,100
613,2762,46,93,100
614,5945,171,51,100
615,9249,8,24,100
616,3798,171,54,100
617,5959,100,23,100
618,7711,156,89,100
619,7867,24,21,100
620,2869,145,61,100
621,9699,119,39,100
622,7131,103,12,100
623,3479,69,33,100
624,8986,23,47,100
625,8295,66,51,100
626,3781,175,53,100
627,1323,148,0,100
628,5247,39,59,100
629,1806,126,36,100
630,5460,41,99,100
631,5327,37,69,100
632,2456,146,100,100
633,6993,140,47,100
634,362,171,12,100
635,3271,67,1,100
636,5126,167,34,100
637,7750,74,48,100
638,4311,171,79,100
639,9341,18,39,100
640,9489,33,52,100
641,3774,38,25,100
642,1747,119,35,100
643,6322,175,56,100
644,4694,51,29,100
645,6142,70,35,100
646,8945,62,43,100
647,7190,3,88,100
648,8450,82,93,100
649,1589,89,90,100
650,527,167,29,100
651,5581,134,15,100
652,6397,88,98,100
653,6653,120,68,100
654,7115,168,48,100
655,6231,136,85,100
656,4095,104,58,100
657,3389,99,88,100
658,8779,129,55,100
659,8200,197,6,100
660,8294,3,49,100
661,7927,198,65,100
662,1699,146,50,100
663,4158,189,55,100
664,9908,188,0,100
665,6489,31,42,100
666,2839,195,26,100
667,6478,133,36,100
668,3950,72,25,100
669,9571,19,38,100
670,8403,193,52,100
671,6338,132,58,100
672,4462,63,58,100
673,1896,26,45,100
674,384,137,62,100
675,7926,44,65,100
676,2763,159,67,100
677,3639,45,78,100
678,1996,145,40,100
679,9890,117,89,100
680,2793,177,15,100
681,1240,11,100,100
682,5389,157,35,100
683,8138,130,26,100
684,6902,173,73,100
685,3954,154,63,100
686,2937,11,45,100
687,5903,17,66,100
688,8055,100,94,100
689,2869,153,69,100
690,9405,134,19,100
691,7269,136,4,100
692,2173,18,14,100
693,6198,29,73,100
694,1566,96,90,100
695,3364,45,31,100
696,9741,100,23,100
697,5732,184,88,100
698,8344,104,64,100
699,3075,108,71,100
700,2005,195,69,100
701,4953,120,82,100
702,7999,30,62,100
703,6365,46,20,100
704,2369,91,75,100
705,2212,82,26,100
706,5546,48,96,100
707,9610,175,33,100
708,5217,16,39,100
709,1405,127,17,100
710,1226,28,55,100
711,6313,106,96,100
712,2725,21,70,100
713,7940,153,91,100
714,3025,123,44,100
715,8286,197,5,100
716,7323,2,11,100
717,6988,51,95,100
718,8919,187,36,100
719,5914,136,11,100
720,7897,111,95,100
721,6145,143,66,100
722,4117,125,61,100
723,7781,200,58,100
724,5272,176,20,100
725,834,22,30,100
726,7399,52,76,100
727,3551,107,27,100
728,2701,55,93,100
729,514,94,52,100
730,2859,74,14,100
731,8845,111,17,100
732,7246,38,41,100
733,7913,149,88,100
734,4509,41,65,100
735,7738,106,35,100
736,951,75,52,100
737,8582,189,83,100
738,3438,87,22,100
739,9962,102,69,100
740,3287,85,99,100
741,4346,162,85,100
742,7854,152,62,100
743,8063,40,86,100
744,1555,61,75,100
745,6288,193,76,100
746,1669,168,60,100
747,651,46,41,100
748,3062,88,40,100
749,5320,81,51,100
750,2724,88,72,100
751,2918,76,93,100
752,7695,14,11,100
753,5896,86,47,100
754,6169,91,95,100
755,2832,72,71,100
756,9011,159,37,100
757,9961,120,14,100
758,3227,6,69,100
759,5722,92,24,100
760,8640,154,99,100
761,6693,161,15,100
762,7722,123,71,100
763,2567,145,62,100
764,9259,133,10,100
765,827,28,62,100
766,3422,94,8,100
767,8747,33,37,100
768,4389,129,0,100
769,8604,101,96,100
770,3690,135,60,100
771,8665,111,73,100
772,7667,27,18,100
773,5097,16,6,100
774,5985,32,60,100
775,7499,34,89,100
776,8368,97,74,100
777,7476,101,35,100
778,1989,180,86,100
779,2825,100,29,100
780,86,65,17,100
781,6876,59,25,100
782,2383,185,51,100
783,7167,69,24,100
784,8093,55,97,100
785,8630,85,71,100
786,6717,140,98,100
787,2431,70,25,100
788,3312,162,76,100
789,2415,161,59,100
790,3514,187,87,100
791,8460,52,91,100
792,731,48,31,100
793,9431,63,50,100
794,5568,24,49,100
795,8851,90,73,100
796,6282,35,85,100
797,344,55,71,100
798,6178,103,5,100
799,7766,90,29,100
800,1097,41,22,100
801,172,147,35,100
802,8041,85,2,100
803,1137,47,72,100
804,4193,197,20,100
805,599,135,54,100
806,960,131,24,100
807,7903,75,91,100
808,908,141,85,100
809,6896,76,90,100
810,2505,55,59,100
811,3501,79,100,100
812,147,141,52,100
813,6436,24,33,100
814,4778,31,57,100
815,4062,181,77,100
816,1508,150,77,100
817,6261,89,92,100
818,2274,63,10,100
819,1105,34,91,100
820,8176,15,63,100
821,9660,180,12,100
822,6884,195,93,100
823,4515,26,18,100
824,2044,43,96,100
825,9708,162,96,100
826,2016,135,93,100
827,1493,43,100,100
828,1731,95,56,100
829,9267,111,90,100
830,3261,98,33,100
831,641,94,27,100
832,5696,130,48,100
833,710,117,64,100
834,5089,17,57,100
835,3643,26,36,100
836,452,11,75,100
837,2485,137,15,100
838,6526,153,34,100
839,1449,24,29,100
840,2061,74,42,100
841,9656,127,16,100
842,5111,184,47,100
843,7948,43,58,100
844,9277,81,51,100
845,4587,169,10,100
846,5186,104,17,100
847,7397,188,14,100
848,5418,29,75,100
849,2279,166,83,100
850,192,59,63,100
851,2824,91,78,100
852,4464,90,3,100
853,9623,180,38,100
854,2007,43,57,100
855,6539,31,82,100
856,1057,152,45,100
857,2073,174,19,100
858,3945,164,37,100
859,9988,122,26,100
860,9790,177,26,100
861,297,58,11,100
862,1426,18,24,100
863,9368,190,40,100
864,6500,137,39,100
865,6122,169,55,100
866,8353,110,42,100
867,6524,146,44,100
868,8611,179,35,100
869,2296,117,95,100
870,797,78,6,100
871,5734,12,29,100
872,2644,178,95,100
873,6012,18,70,100
874,4909,59,47,100
875,3007,35,58,100
876,7662,87,57,100
877,7521,153,16,100
878,7188,148,33,100
879,6655,13,59,100
880,5690,162,82,100
881,1715,69,40,100
882,668,190,81,100
883,7650,186,11,100
884,5000,32,69,100
885,3399,97,62,100
886,2828,160,42,100
887,4260,182,23,100
888,3235,167,10,100
889,9022,81,62,100
890,9787,36,14,100
891,362,58,43,100
892,8461,98,93,100
893,4431,75,8,100
894,3452,196,24,100
895,5239,62,36,100
896,7874,45,55,100
897,5402,57,12,100
898,4052,158,31,100
899,6600,131,99,100
900,3738,101,20,100
901,5636,114,41,100
902,4632,45,0,100
903,7507,61,70,100
904,1907,49,43,100
905,9704,173,72,100
906,6512,185,35,100
907,7729,184,31,100
908,6391,149,14,100
909,5741,183,50,100
910,3215,168,74,100
911,8070,65,20,100
912,7326,136,17,100
913,8611,49,14,100
914,9391,189,42,100
915,7342,106,25,100
916,6662,107,35,100
917,2537,58,29,100
918,7580,68,71,100
919,5934,97,71,100
920,4709,36,30,100
921,6814,6,36,100
922,2409,150,49,100
923,41,80,43,100
924,9769,187,7,100
925,2357,91,100,100
926,9835,129,87,100
927,5547,34,56,100
928,897,87,70,100
929,661,186,55,100
930,7807,121,0,100
931,4590,174,65,100
932,5143,49,97,100
933,7336,104,68,100
934,3426,154,13,100
935,8493,192,45,100
936,7606,101,10,100
937,5174,34,3,100
938,745,141,52,100
939,1685,25,87,100
940,5544,75,7,100
941,2745,190,91,100
942,8522,13,42,100
943,1697,190,79,100
944,2269,42,46,100
945,8963,132,9,100
946,6444,160,77,100
947,3587,81,52,100
948,5146,123,85,100
949,441,192,94,100
950,326,22,63,100
951,6092,137,61,100
952,304,76,98,100
953,6596,52,44,100
954,9730,47,39,100
955,1193,138,59,100
956,2331,190,72,100
957,5883,29,47,100
958,1549,114,94,100
959,8564,196,71,100
960,6355,165,66,100
961,5762,96,68,100
962,5766,110,9,100
963,8735,92,14,100
964,8622,82,91,100
965,7331,138,28,100
966,8206,153,17,100
967,145,100,28,100
968,9279,186,20,100
969,3236,125,35,100
970,4717,147,15,100
971,5910,86,63,100
972,8403,107,4,100
973,9220,169,59,100
974,1324,33,84,100
975,7440,29,63,100
976,728,132,77,100
977,4532,198,95,100
978,4169,5,91,100
979,2156,107,31,100
980,1729,82,5,100
981,3018,69,86,100
982,8169,193,68,100
983,1896,54,49,100
984,4642,4,87,100
985,1798,144,63,100
986,629,178,2,100
987,7301,148,68,100
988,9468,95,82,100
989,3058,135,59,100
990,627,120,72,100
991,1720,159,68,100
992,6269,94,92,100
993,6979,90,69,100
994,7178,129,14,100
995,3084,87,4,100
996,7730,191,31,100
997,8397,128,99,100
998,555,106,90,100
999,5610,25,55,100
1000,8097,135,25,100
1001,9553,146,12,100
1002,344,53,16,100
1003,7051,44,78,100
1004,742,66,19,100
1005,3079,139,6,100
1006,3085,146,76,100
1007,5706,196,21,100
1008,13,3,74,100
1009,1670,128,28,100
1010,9180,47,86,100
1011,2293,167,84,100
1012,2230,7,44,100
1013,556,11,12,100
1014,4394,2,77,100
1015,129,105,99,100
1016,7522,67,48,100
1017,6595,107,44,100
1018,1666,172,85,100
1019,4431,84,41,100
1020,3222,102,41,100
1021,7175,62,16,100
1022,2261,187,38,100
1023,5862,140,34,100
1024,5158,62,77,100
1025,1062,14,20,100
1026,8606,150,42,100
1027,4093,46,73,100
1028,6767,157,11,100
1029,807,37,74,100
1030,3709,70,3,100
1031,5975,85,80,100
1032,5100,163,32,100
1033,3371,28,73,100
1034,8675,130,83,100
1035,6803,132,40,100
1036,2880,99,100,100
1037,5739,67,6,100
1038,4893,103,32,100
1039,4936,117,95,100
1040,9541,200,26,100
1041,7282,68,75,100
1042,5785,168,8,100
1043,3076,51,4,100
1044,4125,138,23,100
1045,2095,14,9,100
1046,3597,171,90,100
1047,4136,81,78,100
1048,5439,127,67,100
1049,3036,6,71,100
1050,7861,39,60,100
1051,6018,142,62,100
1052,5597,183,66,100
1053,9707,199,71,100
1054,9789,20,54,100
1055,2543,199,69,100
1056,3891,97,94,100
1057,6968,83,23,100
1058,3890,52,80,100
1059,5851,51,51,100
1060,6826,148,52,100
1061,6922,51,36,100
1062,4373,14,94,100
1063,2449,194,12,100
1064,5477,188,90,100
1065,9149,142,27,100
1066,345,195,89,100
1067,3919,131,50,100
1068,3740,180,97,100
1069,5509,60,34,100
1070,8247,15,37,100
1071,5396,45,62,100
1072,8547,170,74,100
1073,1055,35,20,100
1074,8140,160,10,100
1075,2829,7,29,100
1076,4694,102,84,100
1077,8526,165,91,100
1078,2254,117,1,100
1079,586,81,91,100
1080,4180,71,91,100
1081,4509,110,65,100
1082,8984,87,64,100
1083,8431,25,76,100
1084,7918,68,0,100
1085,4360,118,7,100
1086,4993,194,52,100
1087,8114,188,10,100
1088,1880,107,88,100
1089,613,77,80,100
1090,9383,124,26,100
1091,4888,163,93,100
1092,2698,179,64,100
1093,4971,64,53,100
1094,8589,105,56,100
1095,8726,92,31,100
1096,2310,101,47,100
1097,5314,46,20,100
1098,6330,63,43,100
1099,2362,29,12,100
1100,4570,109,79,100
1101,4940,178,10,100
1102,9339,180,0,100
1103,2433,81,13,100
1104,3046,144,53,100
1105,487,74,5,100
1106,4820,161,82,100
1107,4376,175,69,100
1108,4832,134,75,100
1109,205,197,46,100
1110,6243,5,44,100
1111,5966,65,98,100
1112,6235,140,0,100
1113,1241,9,43,100
1114,2014,164,67,100
1115,6912,23,26,100
1116,7050,99,11,100
1117,8023,127,8,100
1118,8515,96,94,100
1119,7383,178,44,100
1120,3955,103,8,100
1121,5425,30,80,100
1122,2987,81,97,100
1123,6673,112,43,100
1124,4113,99,95,100
1125,7841,44,48,100
1126,8882,118,92,100
1127,3091,36,24,100
1128,1493,41,97,100
1129,4556,154,93,100
1130,967,158,56,100
1131,2963,121,10,100
1132,8360,173,26,100
1133,5702,148,23,100
1134,1081,71,87,100
1135,1860,169,74,100
1136,2177,150,19,100
1137,368,142,93,100
1138,5827,11,55,100
1139,7856,22,54,100
1140,4382,55,96,100
1141,4047,42,49,100
1142,1083,82,51,100
1143,349,32,80,100
1144,1020,53,15,100
1145,4500,108,62,100
1146,7595,71,50,100
1147,2088,176,77,100
1148,6786,7,25,100
1149,1902,80,49,100
1150,3956,180,73,100
1151,5658,198,16,100
1152,6519,131,6,100
1153,6773,132,97,100
1154,5395,69,34,100
1155,6215,46,8,100
1156,6703,197,62,100
1157,8443,172,92,100
1158,8632,126,45,100
1159,9741,88,22,100
1160,6135,176,66,100
1161,6985,89,97,100
1162,1109,187,77,100
1163,813,197,92,100
1164,354,115,28,100
1165,4175,79,50,100
1166,9150,155,7,100
1167,8890,191,88,100
1168,2896,189,13,100
1169,4541,43,85,100
1170,5518,80,47,100
1171,4388,16,18,100
1172,3746,152,2,100
1173,8554,182,14,100
1174,4376,189,89,100
1175,8115,111,51,100
1176,8611,79,83,100
1177,4492,73,3,100
1178,687,81,93,100
1179,2605,26,15,100
1180,5757,156,17,100
1181,7616,171,52,100
1182,6140,121,78,100
1183,4820,106,46,100
1184,6173,141,62,100
1185,2786,65,27,100
1186,2601,166,71,100
1187,1914,135,80,100
1188,1686,49,3,100
1189,2396,135,11,100
1190,8815,128,23,100
1191,9554,36,10,100
1192,9107,178,78,100
1193,984,62,97,100
1194,6363,196,5,100
1195,5576,159,46,100
1196,3130,96,91,100
1197,3929,78,53,100
1198,6491,153,20,100
1199,650,57,65,100
1200,2154,181,17,100
1201,3421,160,98,100
1202,3970,168,19,100
1203,6412,28,88,100
1204,9567,125,0,100
1205,8986,30,30,100
1206,2872,163,70,100
1207,1373,139,90,100
1208,867,52,41,100
1209,240,191,68,100
1210,5927,121,71,100
1211,584,140,57,100
1212,8044,192,18,100
1213,2345,165,61,100
1214,8252,131,53,100
1215,4832,10,51,100
1216,3165,154,99,100
1217,262,128,3,100
1218,2542,186,15,100
1219,2395,89,59,100
1220,2818,80,35,100
1221,8483,112,3,100
1222,3293,80,19,100
1223,4143,45,86,100
1224,9892,143,58,100
1225,4816,27,78,100
1226,9567,166,7,100
1227,5588,25,49,100
1228,9083,65,4,100
1229,6903,31,35,100
1230,290,59,92,100
1231,9142,111,87,100
1232,1927,94,43,100
1233,9247,94,30,100
1234,4908,162,90,100
1235,1941,147,61,100
1236,9010,114,18,100
1237,8641,121,69,100
1238,3981,36,12,100
1239,3792,137,29,100
1240,2417,100,96,100
1241,7072,174,26,100
1242,2887,192,45,100
1243,7739,51,94,100
1244,735,136,84,100
1245,1261,113,0,100
1246,1557,66,77,100
1247,2503,187,40,100
1248,4293,51,4,100
1249,1372,190,0,100
1250,7431,59,84,100
1251,6463,39,46,100
1252,3908,51,65,100
1253,7829,66,30,100
1254,7183,169,7,100
1255,8953,189,90,100
1256,3689,153,43,100
1257,1598,14,48,100
