userId,completion_rate
356,100.0
357,33.33333333333333
358,33.33333333333333
359,60.0
360,75.0
361,50.0
362,0.0
363,50.0
364,50.0
365,57.14285714285714
366,62.5
367,50.0
368,50.0
369,0.0
370,75.0
371,0.0
372,100.0
373,100.0
374,0.0
376,33.33333333333333
378,0.0
379,0.0
380,66.66666666666666
381,100.0
382,50.0
383,0.0
384,100.0
385,50.0
386,100.0
387,100.0
388,0.0
389,66.66666666666666
390,33.33333333333333
391,100.0
392,25.0
393,33.33333333333333
394,0.0
395,42.857142857142854
396,66.66666666666666
398,33.33333333333333
399,66.66666666666666
400,0.0
401,33.33333333333333
402,100.0
403,50.0
404,80.0
405,100.0
406,0.0
407,75.0
408,100.0
409,40.0
410,50.0
411,100.0
412,33.33333333333333
413,66.66666666666666
414,40.0
415,66.66666666666666
416,50.0
418,50.0
419,80.0
420,50.0
421,16.666666666666664
422,0.0
423,100.0
424,50.0
425,60.0
426,0.0
427,100.0
428,0.0
429,66.66666666666666
430,25.0
431,0.0
432,60.0
433,16.666666666666664
434,25.0
435,0.0
436,20.0
438,100.0
439,66.66666666666666
440,0.0
441,66.66666666666666
442,100.0
443,50.0
444,75.0
445,50.0
446,50.0
447,50.0
448,100.0
449,33.33333333333333
450,100.0
451,66.66666666666666
452,0.0
453,33.33333333333333
454,37.5
455,50.0
456,66.66666666666666
457,25.0
458,66.66666666666666
459,100.0
460,75.0
461,100.0
462,100.0
463,20.0
464,66.66666666666666
465,25.0
466,66.66666666666666
467,40.0
468,33.33333333333333
469,0.0
470,100.0
471,50.0
472,42.857142857142854
473,66.66666666666666
474,100.0
475,40.0
476,0.0
477,60.0
478,66.66666666666666
479,0.0
480,50.0
481,66.66666666666666
482,33.33333333333333
483,25.0
484,40.0
485,66.66666666666666
487,100.0
489,100.0
490,60.0
491,100.0
492,0.0
493,100.0
494,0.0
495,66.66666666666666
496,0.0
497,0.0
499,100.0
500,33.33333333333333
501,100.0
502,80.0
503,66.66666666666666
504,0.0
505,50.0
506,100.0
507,40.0
508,66.66666666666666
509,0.0
510,50.0
511,50.0
512,100.0
513,50.0
514,50.0
515,60.0
516,75.0
517,33.33333333333333
518,50.0
519,28.57142857142857
520,100.0
522,25.0
523,66.66666666666666
524,33.33333333333333
526,60.0
527,100.0
528,50.0
529,0.0
530,100.0
531,100.0
532,0.0
533,100.0
534,66.66666666666666
535,100.0
536,50.0
537,33.33333333333333
538,40.0
539,0.0
540,33.33333333333333
541,100.0
542,100.0
543,50.0
544,50.0
545,0.0
546,100.0
547,40.0
548,40.0
549,50.0
550,50.0
551,50.0
552,0.0
553,100.0
554,66.66666666666666
555,66.66666666666666
556,33.33333333333333
557,50.0
558,33.33333333333333
559,50.0
560,100.0
561,50.0
562,66.66666666666666
563,50.0
564,33.33333333333333
565,50.0
566,0.0
567,66.66666666666666
568,50.0
569,0.0
570,33.33333333333333
571,100.0
572,60.0
573,33.33333333333333
574,60.0
575,50.0
576,66.66666666666666
577,75.0
578,100.0
579,25.0
580,66.66666666666666
581,33.33333333333333
582,25.0
583,100.0
584,100.0
585,66.66666666666666
586,60.0
587,0.0
588,50.0
589,50.0
590,66.66666666666666
591,0.0
592,0.0
593,25.0
594,60.0
596,0.0
597,100.0
598,50.0
599,33.33333333333333
600,33.33333333333333
601,0.0
602,50.0
603,50.0
604,37.5
605,20.0
606,85.71428571428571
607,80.0
608,100.0
609,66.66666666666666
610,100.0
611,25.0
612,100.0
613,66.66666666666666
614,50.0
615,50.0
616,60.0
618,100.0
619,100.0
620,25.0
621,100.0
622,0.0
623,100.0
624,100.0
625,100.0
626,66.66666666666666
627,0.0
628,100.0
629,0.0
630,0.0
631,0.0
632,100.0
633,50.0
634,33.33333333333333
635,0.0
636,75.0
637,100.0
638,100.0
639,66.66666666666666
640,100.0
641,100.0
642,75.0
643,60.0
644,0.0
645,50.0
646,66.66666666666666
647,50.0
648,33.33333333333333
649,33.33333333333333
650,0.0
651,75.0
652,0.0
653,0.0
654,33.33333333333333
655,100.0
656,57.14285714285714
657,66.66666666666666
658,100.0
659,100.0
660,66.66666666666666
661,0.0
662,100.0
663,50.0
664,66.66666666666666
665,100.0
666,0.0
667,0.0
669,50.0
670,0.0
671,100.0
672,20.0
673,50.0
675,100.0
676,50.0
677,33.33333333333333
679,25.0
680,50.0
681,100.0
682,66.66666666666666
683,80.0
684,85.71428571428571
685,100.0
686,50.0
687,66.66666666666666
688,100.0
689,0.0
690,50.0
691,25.0
692,33.33333333333333
693,60.0
694,50.0
695,20.0
696,100.0
697,0.0
698,75.0
699,33.33333333333333
700,16.666666666666664
701,0.0
702,100.0
703,100.0
704,40.0
705,0.0
706,100.0
707,50.0
708,50.0
709,40.0
710,50.0
711,50.0
713,0.0
714,33.33333333333333
715,0.0
716,0.0
717,66.66666666666666
718,33.33333333333333
719,33.33333333333333
720,50.0
721,0.0
722,80.0
723,0.0
724,0.0
725,0.0
726,66.66666666666666
727,75.0
728,33.33333333333333
729,50.0
730,50.0
731,66.66666666666666
732,66.66666666666666
733,0.0
734,50.0
735,33.33333333333333
736,66.66666666666666
737,80.0
738,66.66666666666666
739,75.0
740,0.0
741,50.0
742,50.0
743,33.33333333333333
744,0.0
745,50.0
746,100.0
747,50.0
748,50.0
749,66.66666666666666
750,100.0
751,50.0
752,66.66666666666666
753,20.0
754,40.0
755,0.0
756,0.0
757,25.0
759,28.57142857142857
760,100.0
761,0.0
762,33.33333333333333
763,0.0
765,50.0
766,50.0
767,25.0
768,100.0
769,40.0
770,66.66666666666666
771,0.0
772,16.666666666666664
773,33.33333333333333
774,0.0
775,100.0
776,75.0
777,40.0
778,25.0
779,100.0
780,50.0
781,66.66666666666666
782,66.66666666666666
783,50.0
785,0.0
786,0.0
787,66.66666666666666
788,25.0
789,0.0
790,75.0
791,33.33333333333333
792,75.0
793,100.0
794,60.0
796,0.0
797,0.0
798,0.0
799,25.0
800,0.0
801,100.0
802,33.33333333333333
803,100.0
804,0.0
805,50.0
806,75.0
807,60.0
808,50.0
809,100.0
810,100.0
811,50.0
812,0.0
813,0.0
814,75.0
815,33.33333333333333
816,100.0
817,100.0
818,50.0
819,33.33333333333333
820,75.0
821,71.42857142857143
822,40.0
823,71.42857142857143
824,50.0
825,50.0
826,0.0
827,50.0
828,25.0
829,100.0
830,50.0
831,71.42857142857143
832,100.0
833,100.0
834,66.66666666666666
835,50.0
836,25.0
837,50.0
838,100.0
839,50.0
840,0.0
841,40.0
842,0.0
843,33.33333333333333
844,80.0
845,50.0
846,100.0
847,66.66666666666666
848,50.0
849,20.0
850,50.0
851,0.0
852,66.66666666666666
853,100.0
854,75.0
855,57.14285714285714
856,50.0
858,100.0
859,66.66666666666666
860,50.0
861,50.0
862,0.0
863,80.0
864,25.0
865,66.66666666666666
866,66.66666666666666
867,0.0
868,50.0
869,50.0
870,66.66666666666666
871,33.33333333333333
872,50.0
873,66.66666666666666
874,80.0
875,100.0
876,25.0
877,50.0
878,66.66666666666666
879,40.0
880,0.0
881,40.0
882,85.71428571428571
883,50.0
884,100.0
885,100.0
886,50.0
887,100.0
888,100.0
890,66.66666666666666
891,25.0
892,0.0
893,0.0
894,100.0
895,66.66666666666666
896,40.0
897,66.66666666666666
898,50.0
899,100.0
900,50.0
901,33.33333333333333
902,50.0
903,66.66666666666666
904,100.0
905,0.0
906,0.0
907,100.0
908,42.857142857142854
909,100.0
910,0.0
911,80.0
912,50.0
913,0.0
914,20.0
915,50.0
917,33.33333333333333
918,100.0
919,50.0
920,66.66666666666666
922,100.0
923,50.0
924,71.42857142857143
925,60.0
926,75.0
927,100.0
928,40.0
929,50.0
931,33.33333333333333
932,80.0
933,0.0
934,50.0
935,100.0
936,100.0
937,0.0
938,66.66666666666666
939,25.0
940,100.0
941,50.0
942,80.0
943,66.66666666666666
944,75.0
945,66.66666666666666
946,33.33333333333333
947,50.0
948,50.0
949,50.0
950,60.0
951,75.0
952,40.0
953,50.0
954,20.0
955,50.0
956,33.33333333333333
957,50.0
958,40.0
959,80.0
960,20.0
961,0.0
962,100.0
963,66.66666666666666
964,80.0
965,50.0
966,40.0
967,100.0
968,75.0
970,66.66666666666666
971,40.0
972,20.0
973,50.0
974,100.0
975,33.33333333333333
976,75.0
977,100.0
978,50.0
979,33.33333333333333
980,100.0
981,0.0
982,33.33333333333333
983,100.0
984,100.0
985,100.0
986,60.0
987,0.0
988,0.0
989,50.0
990,0.0
991,100.0
992,57.14285714285714
993,0.0
994,33.33333333333333
995,0.0
996,0.0
997,50.0
998,75.0
999,60.0
1000,33.33333333333333
1002,20.0
1003,50.0
1004,100.0
1005,25.0
1006,50.0
1007,50.0
1008,66.66666666666666
1009,100.0
1010,0.0
1011,50.0
1012,80.0
1014,75.0
1015,100.0
1016,50.0
1017,28.57142857142857
1018,33.33333333333333
1019,50.0
1020,33.33333333333333
1021,100.0
1022,25.0
1023,0.0
1024,50.0
1025,100.0
1026,100.0
1027,100.0
1028,80.0
1029,33.33333333333333
1030,25.0
1031,0.0
1033,33.33333333333333
1034,0.0
1035,60.0
1036,33.33333333333333
1037,50.0
1038,80.0
1039,50.0
1040,66.66666666666666
1041,33.33333333333333
1042,100.0
1043,25.0
1044,50.0
1045,42.857142857142854
1046,100.0
1047,20.0
1048,100.0
1049,60.0
1050,66.66666666666666
1051,50.0
1052,75.0
1053,20.0
1054,57.14285714285714
1055,100.0
1056,0.0
1057,100.0
1058,100.0
1059,33.33333333333333
1060,50.0
1061,60.0
1062,50.0
1063,50.0
1064,100.0
1065,50.0
1066,100.0
1067,40.0
1068,71.42857142857143
1069,0.0
1070,50.0
1071,100.0
1072,60.0
1073,50.0
1074,100.0
1075,33.33333333333333
1076,50.0
1077,66.66666666666666
1078,100.0
1080,80.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,50.0
1086,60.0
1087,66.66666666666666
1088,40.0
1089,100.0
1090,50.0
1091,100.0
1092,60.0
1093,40.0
1094,100.0
1095,50.0
1096,0.0
1097,0.0
1098,100.0
1099,0.0
1100,66.66666666666666
1102,66.66666666666666
1103,50.0
1104,33.33333333333333
1105,50.0
1106,0.0
1107,50.0
1108,100.0
1109,33.33333333333333
1110,77.77777777777779
1111,0.0
1112,50.0
1113,100.0
1115,0.0
1116,0.0
1117,50.0
1118,33.33333333333333
1119,50.0
1120,75.0
1121,33.33333333333333
1122,100.0
1123,40.0
1124,50.0
1125,50.0
1126,60.0
1127,0.0
1128,25.0
1129,75.0
1130,50.0
1131,100.0
1132,100.0
1133,75.0
1134,50.0
1135,42.857142857142854
1136,0.0
1137,60.0
1138,20.0
1139,33.33333333333333
1140,0.0
1141,40.0
1142,50.0
1143,0.0
1144,33.33333333333333
1145,75.0
1146,50.0
1147,66.66666666666666
1148,75.0
1149,40.0
1150,0.0
1151,100.0
1153,100.0
1154,40.0
1155,100.0
1156,50.0
1157,100.0
1158,100.0
1159,50.0
1160,0.0
1161,0.0
1162,80.0
1163,0.0
1164,33.33333333333333
1165,50.0
1166,0.0
1167,20.0
1168,33.33333333333333
1169,50.0
1170,60.0
1171,50.0
1172,50.0
1173,0.0
1174,0.0
1175,75.0
1176,33.33333333333333
1177,0.0
1178,100.0
1179,33.33333333333333
1180,60.0
1181,50.0
1182,100.0
1183,0.0
1184,50.0
1185,0.0
1186,0.0
1187,66.66666666666666
1188,100.0
1189,50.0
1190,50.0
1191,42.857142857142854
1192,100.0
1193,66.66666666666666
1194,60.0
1195,100.0
1196,100.0
1197,50.0
1198,33.33333333333333
1199,0.0
1200,100.0
1202,0.0
1203,0.0
1204,50.0
1205,75.0
1206,100.0
1207,66.66666666666666
1208,40.0
1209,50.0
1210,55.55555555555556
1211,50.0
1212,100.0
1213,16.666666666666664
1214,66.66666666666666
1215,50.0
1216,66.66666666666666
1217,60.0
1218,75.0
1219,33.33333333333333
1220,100.0
1221,33.33333333333333
1222,0.0
1223,60.0
1224,50.0
1225,100.0
1227,66.66666666666666
1228,100.0
1229,33.33333333333333
1230,0.0
1231,33.33333333333333
1232,33.33333333333333
1233,33.33333333333333
1234,50.0
1235,100.0
1236,66.66666666666666
1237,0.0
1238,100.0
1239,100.0
1240,60.0
1241,0.0
1242,33.33333333333333
1243,100.0
1244,0.0
1245,100.0
1246,25.0
1247,50.0
1248,100.0
1249,33.33333333333333
1250,60.0
1251,42.857142857142854
1252,0.0
1254,25.0
1255,60.0
1256,75.0
1257,20.0
1259,100.0
1260,75.0
1262,75.0
1263,50.0
1264,66.66666666666666
1265,100.0
1266,25.0
1267,0.0
1268,60.0
1269,33.33333333333333
1270,100.0
1271,40.0
1272,50.0
1273,100.0
1274,66.66666666666666
1275,75.0
1276,0.0
1277,100.0
1278,25.0
1279,50.0
1280,100.0
1281,66.66666666666666
1282,50.0
1283,50.0
1284,100.0
1285,33.33333333333333
1286,75.0
1287,33.33333333333333
1288,0.0
1289,100.0
1290,50.0
1291,0.0
1292,60.0
1293,50.0
1294,0.0
1295,57.14285714285714
1296,50.0
1297,25.0
1298,100.0
1299,80.0
1300,0.0
1301,66.66666666666666
1302,75.0
1303,100.0
1304,100.0
1305,50.0
1306,66.66666666666666
1307,75.0
1308,25.0
1309,66.66666666666666
1310,100.0
1311,44.44444444444444
1312,33.33333333333333
1313,0.0
1314,0.0
1315,50.0
1316,0.0
1317,50.0
1318,50.0
1319,100.0
1320,83.33333333333334
1321,50.0
1322,100.0
1323,50.0
1325,75.0
1326,50.0
1327,66.66666666666666
1328,100.0
1329,50.0
1330,100.0
1331,50.0
1332,50.0
1333,33.33333333333333
1334,100.0
1335,100.0
1336,66.66666666666666
1337,100.0
1338,0.0
1339,66.66666666666666
1340,50.0
1341,100.0
1342,100.0
1343,50.0
1344,0.0
1345,66.66666666666666
1346,0.0
1347,28.57142857142857
1348,75.0
1349,50.0
1350,75.0
1351,100.0
1352,100.0
1353,33.33333333333333
1354,100.0
1355,100.0
1356,80.0
1357,33.33333333333333
1358,100.0
1359,50.0
1360,25.0
1361,0.0
1362,50.0
1363,25.0
1364,50.0
1366,100.0
1367,66.66666666666666
1368,33.33333333333333
1369,100.0
1370,75.0
1371,66.66666666666666
1372,50.0
1373,75.0
1374,100.0
1375,40.0
1376,100.0
1377,50.0
1378,80.0
1379,28.57142857142857
1380,33.33333333333333
1381,0.0
1382,66.66666666666666
1383,0.0
1385,33.33333333333333
1386,25.0
1387,100.0
1388,0.0
1389,40.0
1390,100.0
1391,100.0
1392,33.33333333333333
1393,40.0
1394,100.0
1395,20.0
1396,33.33333333333333
1397,0.0
1398,16.666666666666664
1399,50.0
1400,100.0
1401,66.66666666666666
1402,66.66666666666666
1404,0.0
1405,50.0
1406,33.33333333333333
1407,100.0
1408,100.0
1410,100.0
1411,100.0
1412,33.33333333333333
1413,25.0
1414,100.0
1415,37.5
1416,33.33333333333333
1417,40.0
1418,100.0
1419,60.0
1420,50.0
1421,50.0
1422,0.0
1423,40.0
1424,100.0
1425,66.66666666666666
1426,50.0
1427,25.0
1428,60.0
1429,66.66666666666666
1430,75.0
1431,66.66666666666666
1432,40.0
1433,50.0
1434,50.0
1435,100.0
1436,20.0
1437,33.33333333333333
1438,33.33333333333333
1439,100.0
1441,100.0
1442,50.0
1443,75.0
1444,50.0
1445,16.666666666666664
1446,33.33333333333333
1447,50.0
1448,42.857142857142854
1449,75.0
1450,25.0
1451,66.66666666666666
1452,50.0
1453,0.0
1454,71.42857142857143
1455,100.0
1456,0.0
1457,100.0
1458,66.66666666666666
1459,40.0
1460,33.33333333333333
1461,66.66666666666666
1462,50.0
1463,75.0
1464,0.0
1465,33.33333333333333
1467,50.0
1468,42.857142857142854
1469,50.0
1470,33.33333333333333
1471,100.0
1472,75.0
1473,75.0
1474,33.33333333333333
1475,100.0
1477,0.0
1478,0.0
1479,66.66666666666666
1480,0.0
1481,0.0
1482,33.33333333333333
1483,50.0
1484,33.33333333333333
1485,60.0
1486,0.0
1487,0.0
1488,60.0
1489,66.66666666666666
1490,50.0
1491,50.0
1492,42.857142857142854
1493,50.0
1494,33.33333333333333
1495,40.0
1496,50.0
1497,50.0
1498,33.33333333333333
1499,66.66666666666666
1500,66.66666666666666
1501,50.0
1502,44.44444444444444
1503,33.33333333333333
1504,100.0
1505,0.0
1506,0.0
1507,100.0
1508,0.0
1509,0.0
1510,33.33333333333333
1511,50.0
1512,100.0
1513,75.0
1514,0.0
1515,100.0
1516,100.0
1517,66.66666666666666
1518,100.0
1519,50.0
1520,50.0
1521,0.0
1522,66.66666666666666
1523,25.0
1524,60.0
1525,100.0
1526,0.0
1527,57.14285714285714
1528,100.0
1529,100.0
1530,50.0
1531,66.66666666666666
1532,33.33333333333333
1533,0.0
1534,0.0
1535,33.33333333333333
1536,50.0
1537,0.0
1538,25.0
1539,100.0
1540,0.0
1541,16.666666666666664
1542,50.0
1543,57.14285714285714
1544,75.0
1545,50.0
1546,66.66666666666666
1547,75.0
1548,60.0
1549,83.33333333333334
1550,33.33333333333333
1552,0.0
1553,33.33333333333333
1554,0.0
1555,75.0
1556,66.66666666666666
1557,0.0
1558,0.0
1559,66.66666666666666
1560,50.0
1561,100.0
1562,0.0
1563,100.0
1564,0.0
1565,33.33333333333333
1566,100.0
1567,80.0
1568,100.0
1569,0.0
1570,0.0
1571,50.0
1572,20.0
1573,66.66666666666666
1574,33.33333333333333
1575,100.0
1576,0.0
1577,66.66666666666666
1578,50.0
1579,20.0
1580,40.0
1581,50.0
1582,0.0
1583,50.0
1584,50.0
1585,50.0
1586,50.0
1587,66.66666666666666
1588,50.0
1590,100.0
1591,50.0
1592,0.0
1593,50.0
1594,0.0
1595,0.0
1596,100.0
1597,50.0
1599,50.0
1600,40.0
1601,50.0
1602,100.0
1603,40.0
1604,100.0
1605,0.0
1606,25.0
1607,50.0
1608,50.0
1610,50.0
1611,50.0
1612,50.0
1613,33.33333333333333
1614,0.0
1615,0.0
1617,50.0
1618,14.285714285714285
1619,50.0
1620,0.0
1621,50.0
1622,20.0
1623,75.0
1624,60.0
1625,60.0
1626,50.0
1627,75.0
1628,75.0
1629,100.0
1630,100.0
1631,33.33333333333333
1632,50.0
1633,50.0
1634,50.0
1635,100.0
1636,50.0
1637,50.0
1639,100.0
1640,100.0
1641,66.66666666666666
1642,100.0
1643,16.666666666666664
1644,66.66666666666666
1645,0.0
1647,66.66666666666666
1648,50.0
1651,33.33333333333333
1652,0.0
1653,66.66666666666666
1654,0.0
1655,50.0
1657,66.66666666666666
1658,25.0
1659,66.66666666666666
1660,50.0
1661,50.0
1662,66.66666666666666
1663,66.66666666666666
1664,0.0
1665,100.0
1666,100.0
1667,75.0
1668,0.0
1669,60.0
1670,25.0
1671,0.0
1672,71.42857142857143
1673,0.0
1674,50.0
1675,33.33333333333333
1677,66.66666666666666
1678,100.0
1679,50.0
1680,0.0
1682,25.0
1683,100.0
1684,66.66666666666666
1685,100.0
1686,100.0
1687,100.0
1688,33.33333333333333
1689,50.0
1690,40.0
1691,50.0
1692,0.0
1693,100.0
1694,100.0
1695,100.0
1696,50.0
1697,66.66666666666666
1698,0.0
1699,33.33333333333333
1700,50.0
1701,50.0
1702,75.0
1703,33.33333333333333
1704,85.71428571428571
1705,75.0
1706,60.0
1707,33.33333333333333
1708,50.0
1709,0.0
1710,100.0
1711,0.0
1712,100.0
1713,100.0
1714,100.0
1715,33.33333333333333
1716,25.0
1717,66.66666666666666
1718,50.0
1719,100.0
1720,0.0
1721,100.0
1722,60.0
1723,33.33333333333333
1724,60.0
1725,50.0
1726,100.0
1727,0.0
1728,50.0
1729,0.0
1730,50.0
1731,83.33333333333334
1732,33.33333333333333
1733,66.66666666666666
1734,50.0
1735,0.0
1736,50.0
1737,75.0
1738,28.57142857142857
1739,66.66666666666666
1740,50.0
1741,50.0
1742,12.5
1743,66.66666666666666
1744,0.0
1745,66.66666666666666
1747,100.0
1748,25.0
1749,33.33333333333333
1750,20.0
1751,66.66666666666666
1752,66.66666666666666
1753,0.0
1754,0.0
1755,66.66666666666666
1756,0.0
1757,0.0
1758,40.0
1759,50.0
1760,75.0
1761,66.66666666666666
1762,25.0
1763,80.0
1764,66.66666666666666
1765,100.0
1766,0.0
1767,0.0
1768,33.33333333333333
1769,0.0
1770,75.0
1771,50.0
1772,57.14285714285714
1773,62.5
1774,40.0
1775,50.0
1776,50.0
1777,0.0
1778,66.66666666666666
1779,50.0
1780,66.66666666666666
1782,50.0
1783,50.0
1784,75.0
1785,50.0
1786,0.0
1787,100.0
1788,40.0
1789,66.66666666666666
1790,66.66666666666666
1791,60.0
1793,20.0
1794,0.0
1795,0.0
1796,25.0
1797,66.66666666666666
1798,0.0
1799,100.0
1800,100.0
1801,50.0
1802,0.0
1803,33.33333333333333
1804,100.0
1805,0.0
1806,50.0
1807,20.0
1808,33.33333333333333
1809,100.0
1810,66.66666666666666
1811,0.0
1812,50.0
1813,100.0
1814,25.0
1815,66.66666666666666
1816,66.66666666666666
1817,100.0
1818,50.0
1819,0.0
1822,50.0
1823,50.0
1824,25.0
1825,100.0
1826,0.0
1827,50.0
1828,0.0
1829,100.0
1830,75.0
1831,40.0
1832,50.0
1833,100.0
1834,50.0
1835,50.0
1836,40.0
1837,50.0
1838,75.0
1839,66.66666666666666
1840,50.0
1841,100.0
1842,50.0
1843,25.0
1844,100.0
1845,25.0
1846,100.0
1847,33.33333333333333
1848,0.0
1849,100.0
1850,33.33333333333333
1851,33.33333333333333
1852,100.0
1854,25.0
1855,75.0
1856,0.0
1857,100.0
1858,0.0
1859,100.0
1860,100.0
1861,66.66666666666666
1862,100.0
1863,40.0
1864,33.33333333333333
1865,33.33333333333333
1866,80.0
1867,50.0
1868,83.33333333333334
1869,25.0
1870,0.0
1871,100.0
1872,0.0
1873,75.0
1874,60.0
1875,33.33333333333333
1877,50.0
1878,50.0
1879,50.0
1880,66.66666666666666
1882,50.0
1883,66.66666666666666
1884,40.0
1885,50.0
1886,66.66666666666666
1887,66.66666666666666
1888,50.0
1889,50.0
1890,0.0
1891,33.33333333333333
1892,50.0
1893,100.0
1894,33.33333333333333
1895,100.0
1896,0.0
1897,42.857142857142854
1898,60.0
1899,100.0
1900,75.0
1901,33.33333333333333
1902,25.0
1903,75.0
1904,75.0
1905,100.0
1906,50.0
1907,50.0
1908,0.0
1909,0.0
1910,50.0
1911,66.66666666666666
1912,0.0
1913,100.0
1914,75.0
1915,50.0
1916,75.0
1917,0.0
1918,50.0
1919,100.0
1920,50.0
1921,100.0
1922,66.66666666666666
1923,50.0
1924,100.0
1925,60.0
1926,66.66666666666666
1927,50.0
1928,100.0
1929,0.0
1930,0.0
1931,33.33333333333333
1932,50.0
1933,100.0
1934,75.0
1935,0.0
1936,50.0
1939,0.0
1940,60.0
1941,33.33333333333333
1942,66.66666666666666
1943,16.666666666666664
1944,100.0
1945,50.0
1946,50.0
1947,50.0
1948,66.66666666666666
1949,50.0
1950,80.0
1951,100.0
1952,33.33333333333333
1954,75.0
1955,75.0
1957,50.0
1958,50.0
1959,0.0
1960,50.0
1961,0.0
1962,100.0
1963,66.66666666666666
1964,60.0
1965,66.66666666666666
1966,100.0
1967,0.0
1968,50.0
1969,66.66666666666666
1970,100.0
1972,44.44444444444444
1973,66.66666666666666
1974,0.0
1975,100.0
1976,0.0
